,Rank,year,MovieName,Genre,Number,Budget,Resource_x,Runtime,Release,GoldRelease,IssueDataOfGoldenWeek,ReleaseInfo,DoubanRate,Country,Distributor,Gross,Week,db_link,db_id,imdb_id,imdb_link,Maoyan_link_x,Maoyan_link_y,TotalWechatClicks,TotalWeiboClicks,Resource_y
141,53,2018,A Quiet Place,Horror,16,"$17,000,000
            ",855.48,90,18-May,1,3,9,6.3,USA,PPI,"$34,446,117 ",20,https://movie.douban.com/subject/26997663/,26997663,tt6644200,https://www.imdb.com/title/tt6644200/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1203554,https://piaofang.maoyan.com/movie/1203554,31万+,594721,
142,53,2018,A Quiet Place,Mystery,19,"$17,000,000
            ",855.48,90,18-May,1,3,9,6.3,USA,PPI,"$34,446,117 ",20,https://movie.douban.com/subject/26997663/,26997663,tt6644200,https://www.imdb.com/title/tt6644200/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1203554,https://piaofang.maoyan.com/movie/1203554,31万+,594721,
143,53,2018,A Quiet Place,Sci-Fi,21,"$17,000,000
            ",855.48,90,18-May,1,3,9,6.3,USA,PPI,"$34,446,117 ",20,https://movie.douban.com/subject/26997663/,26997663,tt6644200,https://www.imdb.com/title/tt6644200/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1203554,https://piaofang.maoyan.com/movie/1203554,31万+,594721,
144,53,2018,A Quiet Place,Thriller,24,"$17,000,000
            ",855.48,90,18-May,1,3,9,6.3,USA,PPI,"$34,446,117 ",20,https://movie.douban.com/subject/26997663/,26997663,tt6644200,https://www.imdb.com/title/tt6644200/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1203554,https://piaofang.maoyan.com/movie/1203554,31万+,594721,
145,54,2017,Hindi Medium,Comedy,6,,409.99,132,4-Apr,0,2,9,7.9,India,,"$32,712,245 ",14,https://movie.douban.com/subject/26942631/,26942631,tt5764096,https://www.imdb.com/title/tt5764096/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/881837,https://piaofang.maoyan.com/movie/881837,2204万+,207384,
146,54,2017,Hindi Medium,Drama,12,,409.99,132,4-Apr,0,2,9,7.9,India,,"$32,712,245 ",14,https://movie.douban.com/subject/26942631/,26942631,tt5764096,https://www.imdb.com/title/tt5764096/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/881837,https://piaofang.maoyan.com/movie/881837,2204万+,207384,
147,55,2018,Hotel Transylvania 3: Summer Vacation,Adventure,2,"$80,000,000
            ",509.72,97,17-Aug,0,4,9,6.7,USA,Sony,"$32,222,566 ",33,https://movie.douban.com/subject/26630714/,26630714,tt5220122,https://www.imdb.com/title/tt5220122/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343070,https://piaofang.maoyan.com/movie/343070,129万+,282938,5100.0万
148,55,2018,Hotel Transylvania 3: Summer Vacation,Animation,3,"$80,000,000
            ",509.72,97,17-Aug,0,4,9,6.7,USA,Sony,"$32,222,566 ",33,https://movie.douban.com/subject/26630714/,26630714,tt5220122,https://www.imdb.com/title/tt5220122/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343070,https://piaofang.maoyan.com/movie/343070,129万+,282938,5100.0万
149,55,2018,Hotel Transylvania 3: Summer Vacation,Comedy,6,"$80,000,000
            ",509.72,97,17-Aug,0,4,9,6.7,USA,Sony,"$32,222,566 ",33,https://movie.douban.com/subject/26630714/,26630714,tt5220122,https://www.imdb.com/title/tt5220122/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343070,https://piaofang.maoyan.com/movie/343070,129万+,282938,5100.0万
150,55,2018,Hotel Transylvania 3: Summer Vacation,Family,13,"$80,000,000
            ",509.72,97,17-Aug,0,4,9,6.7,USA,Sony,"$32,222,566 ",33,https://movie.douban.com/subject/26630714/,26630714,tt5220122,https://www.imdb.com/title/tt5220122/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343070,https://piaofang.maoyan.com/movie/343070,129万+,282938,5100.0万
151,55,2018,Hotel Transylvania 3: Summer Vacation,Fantasy,14,"$80,000,000
            ",509.72,97,17-Aug,0,4,9,6.7,USA,Sony,"$32,222,566 ",33,https://movie.douban.com/subject/26630714/,26630714,tt5220122,https://www.imdb.com/title/tt5220122/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343070,https://piaofang.maoyan.com/movie/343070,129万+,282938,5100.0万
152,56,2018,Doraemon the Movie: Nobita's Treasure Island,Adventure,2,,155.54,108,1-Jun,1,3,5,6.5,South,,"$31,578,357 ",22,https://movie.douban.com/subject/27069070/,27069070,tt8098546,https://www.imdb.com/title/tt8098546/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207042,https://piaofang.maoyan.com/movie/1207042,79万+,187687,1559.4万
153,56,2018,Doraemon the Movie: Nobita's Treasure Island,Animation,3,,155.54,108,1-Jun,1,3,5,6.5,South,,"$31,578,357 ",22,https://movie.douban.com/subject/27069070/,27069070,tt8098546,https://www.imdb.com/title/tt8098546/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207042,https://piaofang.maoyan.com/movie/1207042,79万+,187687,1559.4万
154,56,2018,Doraemon the Movie: Nobita's Treasure Island,Comedy,6,,155.54,108,1-Jun,1,3,5,6.5,South,,"$31,578,357 ",22,https://movie.douban.com/subject/27069070/,27069070,tt8098546,https://www.imdb.com/title/tt8098546/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207042,https://piaofang.maoyan.com/movie/1207042,79万+,187687,1559.4万
155,56,2018,Doraemon the Movie: Nobita's Treasure Island,Family,13,,155.54,108,1-Jun,1,3,5,6.5,South,,"$31,578,357 ",22,https://movie.douban.com/subject/27069070/,27069070,tt8098546,https://www.imdb.com/title/tt8098546/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207042,https://piaofang.maoyan.com/movie/1207042,79万+,187687,1559.4万
156,56,2018,Doraemon the Movie: Nobita's Treasure Island,Fantasy,14,,155.54,108,1-Jun,1,3,5,6.5,South,,"$31,578,357 ",22,https://movie.douban.com/subject/27069070/,27069070,tt8098546,https://www.imdb.com/title/tt8098546/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207042,https://piaofang.maoyan.com/movie/1207042,79万+,187687,1559.4万
157,56,2018,Doraemon the Movie: Nobita's Treasure Island,Sci-Fi,21,,155.54,108,1-Jun,1,3,5,6.5,South,,"$31,578,357 ",22,https://movie.douban.com/subject/27069070/,27069070,tt8098546,https://www.imdb.com/title/tt8098546/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207042,https://piaofang.maoyan.com/movie/1207042,79万+,187687,1559.4万
158,57,2018,The Predator (2018),Action,1,,,106,26-Oct,1,5,5,5,USA,,"$31,230,913 ",43,https://movie.douban.com/subject/25917789/,25917789,tt3829266,,,,,,
159,57,2018,The Predator (2018),Adventure,2,,,106,26-Oct,1,5,5,5,USA,,"$31,230,913 ",43,https://movie.douban.com/subject/25917789/,25917789,tt3829266,,,,,,
160,57,2018,The Predator (2018),Horror,16,,,106,26-Oct,1,5,5,5,USA,,"$31,230,913 ",43,https://movie.douban.com/subject/25917789/,25917789,tt3829266,,,,,,
161,58,2018,The Way of the Bug,Comedy,6,,,99,15-Jun,1,3,5,3.7,China,,"$30,355,804 ",24,https://movie.douban.com/subject/26818314/,26818314,tt8793220,https://www.imdb.com/title/tt8793220/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/78485,https://piaofang.maoyan.com/movie/78485,,,
162,59,2017,Wonder,Drama,12,"$20,000,000
            ",,113,19-Jan,0,1,7,8.6,USA,TIK,"$30,105,510 ",3,https://movie.douban.com/subject/26787574/,26787574,tt2543472,https://www.imdb.com/title/tt2543472/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/672130,https://piaofang.maoyan.com/movie/672130,,,2086.5万
163,59,2017,Wonder,Family,13,"$20,000,000
            ",,113,19-Jan,0,1,7,8.6,USA,TIK,"$30,105,510 ",3,https://movie.douban.com/subject/26787574/,26787574,tt2543472,https://www.imdb.com/title/tt2543472/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/672130,https://piaofang.maoyan.com/movie/672130,,,2086.5万
164,60,2018,The Faces of My Gene,Adventure,2,,429,,16-Feb,0,1,6,4.2,China,,"$26,796,279 ",7,https://movie.douban.com/subject/27114417/,27114417,tt8443556,https://www.imdb.com/title/tt8443556/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1211538,https://piaofang.maoyan.com/movie/1211538,227万+,,4.40亿
165,60,2018,The Faces of My Gene,Comedy,6,,429,,16-Feb,0,1,6,4.2,China,,"$26,796,279 ",7,https://movie.douban.com/subject/27114417/,27114417,tt8443556,https://www.imdb.com/title/tt8443556/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1211538,https://piaofang.maoyan.com/movie/1211538,227万+,,4.40亿
166,60,2018,The Faces of My Gene,Fantasy,14,,429,,16-Feb,0,1,6,4.2,China,,"$26,796,279 ",7,https://movie.douban.com/subject/27114417/,27114417,tt8443556,https://www.imdb.com/title/tt8443556/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1211538,https://piaofang.maoyan.com/movie/1211538,227万+,,4.40亿
167,61,2017,Ferdinand,Adventure,2,"$111,000,000
            ",,108,19-Jan,0,1,26,7.2,USA,Fox,"$26,457,430 ",3,https://movie.douban.com/subject/25846857/,25846857,tt3411444,https://www.imdb.com/title/tt3411444/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/828745,https://piaofang.maoyan.com/movie/828745,,,549.0万
168,61,2017,Ferdinand,Animation,3,"$111,000,000
            ",,108,19-Jan,0,1,26,7.2,USA,Fox,"$26,457,430 ",3,https://movie.douban.com/subject/25846857/,25846857,tt3411444,https://www.imdb.com/title/tt3411444/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/828745,https://piaofang.maoyan.com/movie/828745,,,549.0万
169,61,2017,Ferdinand,Comedy,6,"$111,000,000
            ",,108,19-Jan,0,1,26,7.2,USA,Fox,"$26,457,430 ",3,https://movie.douban.com/subject/25846857/,25846857,tt3411444,https://www.imdb.com/title/tt3411444/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/828745,https://piaofang.maoyan.com/movie/828745,,,549.0万
170,61,2017,Ferdinand,Family,13,"$111,000,000
            ",,108,19-Jan,0,1,26,7.2,USA,Fox,"$26,457,430 ",3,https://movie.douban.com/subject/25846857/,25846857,tt3411444,https://www.imdb.com/title/tt3411444/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/828745,https://piaofang.maoyan.com/movie/828745,,,549.0万
171,61,2017,Ferdinand,Fantasy,14,"$111,000,000
            ",,108,19-Jan,0,1,26,7.2,USA,Fox,"$26,457,430 ",3,https://movie.douban.com/subject/25846857/,25846857,tt3411444,https://www.imdb.com/title/tt3411444/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/828745,https://piaofang.maoyan.com/movie/828745,,,549.0万
172,62,2018,Peter Rabbit,Adventure,2,"$50,000,000
            ",111,95,2-Mar,0,2,9,7.1,USA,Sony,"$26,289,410 ",9,https://movie.douban.com/subject/26649604/,26649604,tt5117670,https://www.imdb.com/title/tt5117670/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343762,https://piaofang.maoyan.com/movie/343762,,3642,1.11亿
173,62,2018,Peter Rabbit,Animation,3,"$50,000,000
            ",111,95,2-Mar,0,2,9,7.1,USA,Sony,"$26,289,410 ",9,https://movie.douban.com/subject/26649604/,26649604,tt5117670,https://www.imdb.com/title/tt5117670/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343762,https://piaofang.maoyan.com/movie/343762,,3642,1.11亿
174,62,2018,Peter Rabbit,Comedy,6,"$50,000,000
            ",111,95,2-Mar,0,2,9,7.1,USA,Sony,"$26,289,410 ",9,https://movie.douban.com/subject/26649604/,26649604,tt5117670,https://www.imdb.com/title/tt5117670/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343762,https://piaofang.maoyan.com/movie/343762,,3642,1.11亿
175,62,2018,Peter Rabbit,Family,13,"$50,000,000
            ",111,95,2-Mar,0,2,9,7.1,USA,Sony,"$26,289,410 ",9,https://movie.douban.com/subject/26649604/,26649604,tt5117670,https://www.imdb.com/title/tt5117670/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343762,https://piaofang.maoyan.com/movie/343762,,3642,1.11亿
176,62,2018,Peter Rabbit,Fantasy,14,"$50,000,000
            ",111,95,2-Mar,0,2,9,7.1,USA,Sony,"$26,289,410 ",9,https://movie.douban.com/subject/26649604/,26649604,tt5117670,https://www.imdb.com/title/tt5117670/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/343762,https://piaofang.maoyan.com/movie/343762,,3642,1.11亿
177,63,2018,Tonari no Totoro (My Neighbor Totoro),Drama,12,,,105,14-Dec,0,1,5,9.1,Japan,,"$25,560,875 ",50,https://movie.douban.com/subject/1291560/,1291560,,,,,,,
178,64,2018,Johnny English Strikes Again,Action,1,,101.72,89,23-Nov,1,5,3,6.4,UK,,"$24,911,489 ",47,https://movie.douban.com/subject/27073234/,27073234,tt6921996,https://www.imdb.com/title/tt6921996/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207271,https://piaofang.maoyan.com/movie/1207271,56万+,97701,1034.1万
179,64,2018,Johnny English Strikes Again,Adventure,2,,101.72,89,23-Nov,1,5,3,6.4,UK,,"$24,911,489 ",47,https://movie.douban.com/subject/27073234/,27073234,tt6921996,https://www.imdb.com/title/tt6921996/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207271,https://piaofang.maoyan.com/movie/1207271,56万+,97701,1034.1万
180,64,2018,Johnny English Strikes Again,Comedy,6,,101.72,89,23-Nov,1,5,3,6.4,UK,,"$24,911,489 ",47,https://movie.douban.com/subject/27073234/,27073234,tt6921996,https://www.imdb.com/title/tt6921996/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1207271,https://piaofang.maoyan.com/movie/1207271,56万+,97701,1034.1万
181,65,2018,New Happy Dad and Son 3: Adventure in Russia,Animation,3,,643.28,80,6-Jul,0,4,10,4.8,China,,"$23,130,469 ",27,https://movie.douban.com/subject/30198729/,30198729,tt8669442,https://www.imdb.com/title/tt8669442/?ref_=fn_al_tt_1,https://piaofang.maoyan.com/movie/1220713,https://piaofang.maoyan.com/movie/1220713,8.0万,32405,6448.7万
182,66,2018,Europe Raiders,Drama,12,,863.6,101,17-Aug,0,4,3,3.6,Hong,,"$22,400,790 ",33,https://movie.douban.com/subject/26351812/,26351812,tt5827590,https://www.imdb.com/title/tt5827590/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/248162,https://piaofang.maoyan.com/movie/248162,253万+,865421,8637.8万
183,67,2018,Mojin: The Worm Valley,Action,1,,120.34,110,29-Dec,0,1,9,3.6,China,,"$22,081,414 ",52,https://movie.douban.com/subject/26744597/,26744597,tt9490414,https://www.imdb.com/title/tt9490414/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/345655,https://piaofang.maoyan.com/movie/345655,126万+,503630,1224.6万
184,68,,Hichiki,,,,,,12-Oct,1,5,5,,,,"$21,410,675 ",41,,,,,,,,,
185,69,2018,Big Brother,Game-Show,28,,126.19,44,24-Aug,0,4,2,5.1,USA,,"$21,292,966 ",34,https://movie.douban.com/subject/27201353/,27201353,tt0251497,https://www.imdb.com/title/tt0251497/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1218190,https://piaofang.maoyan.com/movie/1218190,185万+,931421,1272.3万
186,69,2018,Big Brother,Reality-TV,27,,126.19,44,24-Aug,0,4,2,5.1,USA,,"$21,292,966 ",34,https://movie.douban.com/subject/27201353/,27201353,tt0251497,https://www.imdb.com/title/tt0251497/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1218190,https://piaofang.maoyan.com/movie/1218190,185万+,931421,1272.3万
187,70,2018,Master Z: Ip Man Legacy,Action,1,,26.82,,21-Dec,0,1,5,5.9,Hong,,"$19,424,545 ",51,https://movie.douban.com/subject/26796664/,26796664,tt7262882,https://www.imdb.com/title/tt7262882/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1200265,https://piaofang.maoyan.com/movie/1200265,53万+,914721,281.0万
188,71,2018,Oolong Courtyard,Comedy,6,,,103,17-Aug,0,4,2,3.6,China,,"$19,077,816 ",33,https://movie.douban.com/subject/26309969/,26309969,tt8549902,https://www.imdb.com/title/tt8549902/?ref_=nv_sr_1,,,,,
189,72,2018,Detective Conan: Zero The Enforcer,Action,1,,,115,9-Nov,1,5,6,5.8,Japan,,"$18,483,569 ",45,https://movie.douban.com/subject/27110363/,27110363,tt7880466,https://www.imdb.com/title/tt7880466/?ref_=nv_sr_1,,,,,
190,72,2018,Detective Conan: Zero The Enforcer,Adventure,2,,,115,9-Nov,1,5,6,5.8,Japan,,"$18,483,569 ",45,https://movie.douban.com/subject/27110363/,27110363,tt7880466,https://www.imdb.com/title/tt7880466/?ref_=nv_sr_1,,,,,
191,72,2018,Detective Conan: Zero The Enforcer,Animation,3,,,115,9-Nov,1,5,6,5.8,Japan,,"$18,483,569 ",45,https://movie.douban.com/subject/27110363/,27110363,tt7880466,https://www.imdb.com/title/tt7880466/?ref_=nv_sr_1,,,,,
192,72,2018,Detective Conan: Zero The Enforcer,Crime,8,,,115,9-Nov,1,5,6,5.8,Japan,,"$18,483,569 ",45,https://movie.douban.com/subject/27110363/,27110363,tt7880466,https://www.imdb.com/title/tt7880466/?ref_=nv_sr_1,,,,,
193,72,2018,Detective Conan: Zero The Enforcer,Family,13,,,115,9-Nov,1,5,6,5.8,Japan,,"$18,483,569 ",45,https://movie.douban.com/subject/27110363/,27110363,tt7880466,https://www.imdb.com/title/tt7880466/?ref_=nv_sr_1,,,,,
194,72,2018,Detective Conan: Zero The Enforcer,Mystery,19,,,115,9-Nov,1,5,6,5.8,Japan,,"$18,483,569 ",45,https://movie.douban.com/subject/27110363/,27110363,tt7880466,https://www.imdb.com/title/tt7880466/?ref_=nv_sr_1,,,,,
195,72,2018,Detective Conan: Zero The Enforcer,Thriller,24,,,115,9-Nov,1,5,6,5.8,Japan,,"$18,483,569 ",45,https://movie.douban.com/subject/27110363/,27110363,tt7880466,https://www.imdb.com/title/tt7880466/?ref_=nv_sr_1,,,,,
196,73,2018,Airpocalypse,Action,1,,60.78,105,21-Dec,0,1,3,4,China,,"$18,188,230 ",51,https://movie.douban.com/subject/26994789/,26994789,tt9409854,https://www.imdb.com/title/tt9409854/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344649,https://piaofang.maoyan.com/movie/344649,156万+,1473286,2244.4万
197,73,2018,Airpocalypse,Adventure,2,,60.78,105,21-Dec,0,1,3,4,China,,"$18,188,230 ",51,https://movie.douban.com/subject/26994789/,26994789,tt9409854,https://www.imdb.com/title/tt9409854/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344649,https://piaofang.maoyan.com/movie/344649,156万+,1473286,2244.4万
198,73,2018,Airpocalypse,Comedy,6,,60.78,105,21-Dec,0,1,3,4,China,,"$18,188,230 ",51,https://movie.douban.com/subject/26994789/,26994789,tt9409854,https://www.imdb.com/title/tt9409854/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344649,https://piaofang.maoyan.com/movie/344649,156万+,1473286,2244.4万
199,73,2018,Airpocalypse,Fantasy,14,,60.78,105,21-Dec,0,1,3,4,China,,"$18,188,230 ",51,https://movie.douban.com/subject/26994789/,26994789,tt9409854,https://www.imdb.com/title/tt9409854/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344649,https://piaofang.maoyan.com/movie/344649,156万+,1473286,2244.4万
200,74,2018,21 Karat,Comedy,6,,552.24,,20-Apr,0,2,5,4.6,China,,"$17,241,379 ",16,https://movie.douban.com/subject/26691361/,26691361,tt8320654,https://www.imdb.com/title/tt8320654/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344950,https://piaofang.maoyan.com/movie/344950,133万+,805603,5524.3万
201,75,2017,The Shape of Water,Adventure,2,"$19,400,000
            ",115.24,123,16-Mar,0,2,25,7.2,USA,Fox,"$16,619,516 ",11,https://movie.douban.com/subject/26752852/,26752852,tt5580390,https://www.imdb.com/title/tt5580390/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1204622,https://piaofang.maoyan.com/movie/1204622,878万+,,1153.7万
202,75,2017,The Shape of Water,Drama,12,"$19,400,000
            ",115.24,123,16-Mar,0,2,25,7.2,USA,Fox,"$16,619,516 ",11,https://movie.douban.com/subject/26752852/,26752852,tt5580390,https://www.imdb.com/title/tt5580390/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1204622,https://piaofang.maoyan.com/movie/1204622,878万+,,1153.7万
203,75,2017,The Shape of Water,Fantasy,14,"$19,400,000
            ",115.24,123,16-Mar,0,2,25,7.2,USA,Fox,"$16,619,516 ",11,https://movie.douban.com/subject/26752852/,26752852,tt5580390,https://www.imdb.com/title/tt5580390/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1204622,https://piaofang.maoyan.com/movie/1204622,878万+,,1153.7万
204,75,2017,The Shape of Water,Romance,20,"$19,400,000
            ",115.24,123,16-Mar,0,2,25,7.2,USA,Fox,"$16,619,516 ",11,https://movie.douban.com/subject/26752852/,26752852,tt5580390,https://www.imdb.com/title/tt5580390/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1204622,https://piaofang.maoyan.com/movie/1204622,878万+,,1153.7万
205,75,2017,The Shape of Water,Thriller,24,"$19,400,000
            ",115.24,123,16-Mar,0,2,25,7.2,USA,Fox,"$16,619,516 ",11,https://movie.douban.com/subject/26752852/,26752852,tt5580390,https://www.imdb.com/title/tt5580390/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1204622,https://piaofang.maoyan.com/movie/1204622,878万+,,1153.7万
206,76,2018,Alpha,Adventure,2,"$51,000,000
            ",338.84,96,7-Sep,0,4,5,6.5,USA,,"$16,604,429 ",36,https://movie.douban.com/subject/26810318/,26810318,tt4244998,https://www.imdb.com/title/tt4244998/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344292,https://piaofang.maoyan.com/movie/344292,105万+,238965,3390.2万
207,76,2018,Alpha,Drama,12,"$51,000,000
            ",338.84,96,7-Sep,0,4,5,6.5,USA,,"$16,604,429 ",36,https://movie.douban.com/subject/26810318/,26810318,tt4244998,https://www.imdb.com/title/tt4244998/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344292,https://piaofang.maoyan.com/movie/344292,105万+,238965,3390.2万
208,76,2018,Alpha,Family,13,"$51,000,000
            ",338.84,96,7-Sep,0,4,5,6.5,USA,,"$16,604,429 ",36,https://movie.douban.com/subject/26810318/,26810318,tt4244998,https://www.imdb.com/title/tt4244998/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/344292,https://piaofang.maoyan.com/movie/344292,105万+,238965,3390.2万
209,77,2018,The Wind Guardians,Animation,3,,872.59,105,3-Aug,0,4,8,6.9,China,,"$16,558,135 ",31,https://movie.douban.com/subject/30146756/,30146756,tt9496406/,https://www.imdb.com/title/tt9496406/?ref_=fn_al_tt_1,https://piaofang.maoyan.com/movie/1217513,https://piaofang.maoyan.com/movie/1217513,213万+,158737,8773.2万
210,78,2018,Solo: A Star Wars Story,Action,1,"$300,000,000
            ",118.77,135,25-May,1,3,4,6.9,USA,Disney,"$16,473,217 ",21,https://movie.douban.com/subject/25900947/,25900947,tt3778644,https://www.imdb.com/title/tt3778644/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/341944,https://piaofang.maoyan.com/movie/341944,64万+,189070,1189.9万
211,78,2018,Solo: A Star Wars Story,Adventure,2,"$300,000,000
            ",118.77,135,25-May,1,3,4,6.9,USA,Disney,"$16,473,217 ",21,https://movie.douban.com/subject/25900947/,25900947,tt3778644,https://www.imdb.com/title/tt3778644/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/341944,https://piaofang.maoyan.com/movie/341944,64万+,189070,1189.9万
212,78,2018,Solo: A Star Wars Story,Fantasy,14,"$300,000,000
            ",118.77,135,25-May,1,3,4,6.9,USA,Disney,"$16,473,217 ",21,https://movie.douban.com/subject/25900947/,25900947,tt3778644,https://www.imdb.com/title/tt3778644/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/341944,https://piaofang.maoyan.com/movie/341944,64万+,189070,1189.9万
213,78,2018,Solo: A Star Wars Story,Sci-Fi,21,"$300,000,000
            ",118.77,135,25-May,1,3,4,6.9,USA,Disney,"$16,473,217 ",21,https://movie.douban.com/subject/25900947/,25900947,tt3778644,https://www.imdb.com/title/tt3778644/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/341944,https://piaofang.maoyan.com/movie/341944,64万+,189070,1189.9万
214,79,2018,The Nutcracker and the Four Realms,Adventure,2,"$120,000,000
            ",1.61,99,2-Nov,1,5,5,6.1,USA,Disney,"$16,238,604 ",44,https://movie.douban.com/subject/26741061/,26741061,tt5523010,https://www.imdb.com/title/tt5523010/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/346015,https://piaofang.maoyan.com/movie/346015,42万+,774820,
215,79,2018,The Nutcracker and the Four Realms,Family,13,"$120,000,000
            ",1.61,99,2-Nov,1,5,5,6.1,USA,Disney,"$16,238,604 ",44,https://movie.douban.com/subject/26741061/,26741061,tt5523010,https://www.imdb.com/title/tt5523010/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/346015,https://piaofang.maoyan.com/movie/346015,42万+,774820,
216,79,2018,The Nutcracker and the Four Realms,Fantasy,14,"$120,000,000
            ",1.61,99,2-Nov,1,5,5,6.1,USA,Disney,"$16,238,604 ",44,https://movie.douban.com/subject/26741061/,26741061,tt5523010,https://www.imdb.com/title/tt5523010/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/346015,https://piaofang.maoyan.com/movie/346015,42万+,774820,
217,80,2017,The Greatest Showman,Biography,4,"$84,000,000
            ",166.82,105,1-Feb,0,1,31,7.7,USA,Fox,"$15,929,849 ",5,https://movie.douban.com/subject/3914513/,3914513,tt1485796,https://www.imdb.com/title/tt1485796/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/246714,https://piaofang.maoyan.com/movie/246714,154万+,,1669.4万
218,80,2017,The Greatest Showman,Drama,12,"$84,000,000
            ",166.82,105,1-Feb,0,1,31,7.7,USA,Fox,"$15,929,849 ",5,https://movie.douban.com/subject/3914513/,3914513,tt1485796,https://www.imdb.com/title/tt1485796/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/246714,https://piaofang.maoyan.com/movie/246714,154万+,,1669.4万
219,80,2017,The Greatest Showman,Musical,18,"$84,000,000
            ",166.82,105,1-Feb,0,1,31,7.7,USA,Fox,"$15,929,849 ",5,https://movie.douban.com/subject/3914513/,3914513,tt1485796,https://www.imdb.com/title/tt1485796/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/246714,https://piaofang.maoyan.com/movie/246714,154万+,,1669.4万
220,81,2004,Yugo & Lala IV,Short,26,,,16,3-Aug,0,4,10,7.7,Serbia,,"$15,286,513 ",31,https://movie.douban.com/subject/2363851/,2363851,tt1785686,https://www.imdb.com/title/tt1785686/?ref_=nv_sr_1,https://piaofang.maoyan.com/movie/1220736,https://piaofang.maoyan.com/movie/1220736,42万+,17094,
221,82,2018,Happiness is Coming,Crime,8,,,91,8-Jun,1,3,11,3.8,China,,"$14,798,770 ",23,https://movie.douban.com/subject/26813286/,26813286,,,,,,,
222,83,2018,Blood-Soaked Guangchang,History,15,,,100,1-Aug,0,4,5,4.1,China,,"$14,278,235 ",31,https://movie.douban.com/subject/27180974/,27180974,,,https://piaofang.maoyan.com/movie/1223430,https://piaofang.maoyan.com/movie/1223430,,51219,
