,key_0,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,Resource_x,Maoyan_link_x,WeiboClicks,GoldRelease,IssueDataOfGoldenWeek,Genre,Number,Genre,Maoyan_link_y,TotalWeiboClicks,TotalWechatClicks,Resource_y
53,ACTION,19,Ant-Man,,"$105,370,038 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=antman.htm,4,https://movie.douban.com/subject/1866473/,1866473,7.6,2015,tt0478970,https://www.imdb.com/title/tt0478970/?ref_=nv_sr_1,117,"$130,000,000
            ",USA,,https://piaofang.maoyan.com/movie/605830,,1,5,Action,1,Action,https://piaofang.maoyan.com/movie/605830,,,
54,ADVENTURE,19,Ant-Man,,"$105,370,038 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=antman.htm,4,https://movie.douban.com/subject/1866473/,1866473,7.6,2015,tt0478970,https://www.imdb.com/title/tt0478970/?ref_=nv_sr_1,117,"$130,000,000
            ",USA,,https://piaofang.maoyan.com/movie/605830,,1,5,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/605830,,,
55,COMEDY,19,Ant-Man,,"$105,370,038 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=antman.htm,4,https://movie.douban.com/subject/1866473/,1866473,7.6,2015,tt0478970,https://www.imdb.com/title/tt0478970/?ref_=nv_sr_1,117,"$130,000,000
            ",USA,,https://piaofang.maoyan.com/movie/605830,,1,5,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/605830,,,
56,SCI-FI,19,Ant-Man,,"$105,370,038 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=antman.htm,4,https://movie.douban.com/subject/1866473/,1866473,7.6,2015,tt0478970,https://www.imdb.com/title/tt0478970/?ref_=nv_sr_1,117,"$130,000,000
            ",USA,,https://piaofang.maoyan.com/movie/605830,,1,5,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/605830,,,
57,ACTION,20,San Andreas,,"$103,190,000 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=sanandreas.htm,5,https://movie.douban.com/subject/25786077/,25786077,7,2015,tt2126355,https://www.imdb.com/title/tt2126355/?ref_=nv_sr_1,114,"$110,000,000
            ",USA,,https://piaofang.maoyan.com/movie/890151,,1,3,Action,1,Action,https://piaofang.maoyan.com/movie/890151,,,
58,ADVENTURE,20,San Andreas,,"$103,190,000 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=sanandreas.htm,5,https://movie.douban.com/subject/25786077/,25786077,7,2015,tt2126355,https://www.imdb.com/title/tt2126355/?ref_=nv_sr_1,114,"$110,000,000
            ",USA,,https://piaofang.maoyan.com/movie/890151,,1,3,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/890151,,,
59,DRAMA,20,San Andreas,,"$103,190,000 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=sanandreas.htm,5,https://movie.douban.com/subject/25786077/,25786077,7,2015,tt2126355,https://www.imdb.com/title/tt2126355/?ref_=nv_sr_1,114,"$110,000,000
            ",USA,,https://piaofang.maoyan.com/movie/890151,,1,3,Drama,12,Drama,https://piaofang.maoyan.com/movie/890151,,,
60,THRILLER,20,San Andreas,,"$103,190,000 ",2-Jun,22,https://www.boxofficemojo.com//movies/?page=intl&id=sanandreas.htm,5,https://movie.douban.com/subject/25786077/,25786077,7,2015,tt2126355,https://www.imdb.com/title/tt2126355/?ref_=nv_sr_1,114,"$110,000,000
            ",USA,,https://piaofang.maoyan.com/movie/890151,,1,3,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/890151,,,
61,,21,Devil and Angel (E Gun Tian Shi),CL,"$98,465,197 ",22-Dec,51,https://www.boxofficemojo.com//movies/?page=intl&id=devilandangel.htm,4,https://movie.douban.com/subject/4889462/,4889462,0,,,,,,,,,,0,1,,,,,,,
62,ADVENTURE,22,The Martian,,"$94,932,731 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=scott2016.htm,4,https://movie.douban.com/subject/25864085/,25864085,8.4,2015,tt3659388,https://www.imdb.com/title/tt3659388/?ref_=nv_sr_1,144,"$108,000,000
            ",UK,,https://piaofang.maoyan.com/movie/883406,,1,5,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/883406,,,
63,DRAMA,22,The Martian,,"$94,932,731 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=scott2016.htm,4,https://movie.douban.com/subject/25864085/,25864085,8.4,2015,tt3659388,https://www.imdb.com/title/tt3659388/?ref_=nv_sr_1,144,"$108,000,000
            ",UK,,https://piaofang.maoyan.com/movie/883406,,1,5,Drama,12,Drama,https://piaofang.maoyan.com/movie/883406,,,
64,SCI-FI,22,The Martian,,"$94,932,731 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=scott2016.htm,4,https://movie.douban.com/subject/25864085/,25864085,8.4,2015,tt3659388,https://www.imdb.com/title/tt3659388/?ref_=nv_sr_1,144,"$108,000,000
            ",UK,,https://piaofang.maoyan.com/movie/883406,,1,5,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/883406,,,
65,,23,S.P.L. 2: A TIme for Consequences,,"$90,270,000 ",18-Jun,25,https://www.boxofficemojo.com//movies/intl/?id=_fSPL2ATIMEFORC02&country=CH&wk=2015W26&id=_fSPL2ATIMEFORC02&p=.htm,5,https://movie.douban.com/subject/23788440/,23788440,7.3,2015,,,,,,,https://piaofang.maoyan.com/movie/246909,,1,3,,,,https://piaofang.maoyan.com/movie/246909,,,
66,ANIMATION,24,Stand by Me Doraemon,,"$86,920,000 ",28-May,22,https://www.boxofficemojo.com//movies/intl/?id=_fSTANDBYMEDORAEMO01&country=CH&wk=2015W23&id=_fSTANDBYMEDORAEMO01&p=.htm,5,https://movie.douban.com/subject/25769362/,25769362,7.9,2014,tt3331846,https://www.imdb.com/title/tt3331846/?ref_=nv_sr_1,95,"$35,000,000
            ",Japan,,,,1,3,Animation,3,Animation,,,,
67,COMEDY,24,Stand by Me Doraemon,,"$86,920,000 ",28-May,22,https://www.boxofficemojo.com//movies/intl/?id=_fSTANDBYMEDORAEMO01&country=CH&wk=2015W23&id=_fSTANDBYMEDORAEMO01&p=.htm,5,https://movie.douban.com/subject/25769362/,25769362,7.9,2014,tt3331846,https://www.imdb.com/title/tt3331846/?ref_=nv_sr_1,95,"$35,000,000
            ",Japan,,,,1,3,Comedy,6,Comedy,,,,
68,DRAMA,24,Stand by Me Doraemon,,"$86,920,000 ",28-May,22,https://www.boxofficemojo.com//movies/intl/?id=_fSTANDBYMEDORAEMO01&country=CH&wk=2015W23&id=_fSTANDBYMEDORAEMO01&p=.htm,5,https://movie.douban.com/subject/25769362/,25769362,7.9,2014,tt3331846,https://www.imdb.com/title/tt3331846/?ref_=nv_sr_1,95,"$35,000,000
            ",Japan,,,,1,3,Drama,12,Drama,,,,
69,FAMILY,24,Stand by Me Doraemon,,"$86,920,000 ",28-May,22,https://www.boxofficemojo.com//movies/intl/?id=_fSTANDBYMEDORAEMO01&country=CH&wk=2015W23&id=_fSTANDBYMEDORAEMO01&p=.htm,5,https://movie.douban.com/subject/25769362/,25769362,7.9,2014,tt3331846,https://www.imdb.com/title/tt3331846/?ref_=nv_sr_1,95,"$35,000,000
            ",Japan,,,,1,3,Family,13,Family,,,,
70,SCI-FI,24,Stand by Me Doraemon,,"$86,920,000 ",28-May,22,https://www.boxofficemojo.com//movies/intl/?id=_fSTANDBYMEDORAEMO01&country=CH&wk=2015W23&id=_fSTANDBYMEDORAEMO01&p=.htm,5,https://movie.douban.com/subject/25769362/,25769362,7.9,2014,tt3331846,https://www.imdb.com/title/tt3331846/?ref_=nv_sr_1,95,"$35,000,000
            ",Japan,,,,1,3,Sci-Fi,21,Sci-fi,,,,
71,ANIMATION,25,Big Hero 6,China Film,"$83,765,749 ",28-Feb,9,https://www.boxofficemojo.com//movies/?page=intl&id=disney2014.htm,56,https://movie.douban.com/subject/11026735/,11026735,8.6,2014,tt2245084,https://www.imdb.com/title/tt2245084/?ref_=nv_sr_1,102,"$165,000,000
            ",USA,,https://piaofang.maoyan.com/movie/79232,,0,1,Animation,3,Animation,https://piaofang.maoyan.com/movie/79232,,,
72,ACTION,25,Big Hero 6,China Film,"$83,765,749 ",28-Feb,9,https://www.boxofficemojo.com//movies/?page=intl&id=disney2014.htm,56,https://movie.douban.com/subject/11026735/,11026735,8.6,2014,tt2245084,https://www.imdb.com/title/tt2245084/?ref_=nv_sr_1,102,"$165,000,000
            ",USA,,https://piaofang.maoyan.com/movie/79232,,0,1,Action,1,Action,https://piaofang.maoyan.com/movie/79232,,,
73,ADVENTURE,25,Big Hero 6,China Film,"$83,765,749 ",28-Feb,9,https://www.boxofficemojo.com//movies/?page=intl&id=disney2014.htm,56,https://movie.douban.com/subject/11026735/,11026735,8.6,2014,tt2245084,https://www.imdb.com/title/tt2245084/?ref_=nv_sr_1,102,"$165,000,000
            ",USA,,https://piaofang.maoyan.com/movie/79232,,0,1,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/79232,,,
74,COMEDY,25,Big Hero 6,China Film,"$83,765,749 ",28-Feb,9,https://www.boxofficemojo.com//movies/?page=intl&id=disney2014.htm,56,https://movie.douban.com/subject/11026735/,11026735,8.6,2014,tt2245084,https://www.imdb.com/title/tt2245084/?ref_=nv_sr_1,102,"$165,000,000
            ",USA,,https://piaofang.maoyan.com/movie/79232,,0,1,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/79232,,,
75,DRAMA,25,Big Hero 6,China Film,"$83,765,749 ",28-Feb,9,https://www.boxofficemojo.com//movies/?page=intl&id=disney2014.htm,56,https://movie.douban.com/subject/11026735/,11026735,8.6,2014,tt2245084,https://www.imdb.com/title/tt2245084/?ref_=nv_sr_1,102,"$165,000,000
            ",USA,,https://piaofang.maoyan.com/movie/79232,,0,1,Drama,12,Drama,https://piaofang.maoyan.com/movie/79232,,,
76,FAMILY,25,Big Hero 6,China Film,"$83,765,749 ",28-Feb,9,https://www.boxofficemojo.com//movies/?page=intl&id=disney2014.htm,56,https://movie.douban.com/subject/11026735/,11026735,8.6,2014,tt2245084,https://www.imdb.com/title/tt2245084/?ref_=nv_sr_1,102,"$165,000,000
            ",USA,,https://piaofang.maoyan.com/movie/79232,,0,1,Family,13,Family,https://piaofang.maoyan.com/movie/79232,,,
77,SCI-FI,25,Big Hero 6,China Film,"$83,765,749 ",28-Feb,9,https://www.boxofficemojo.com//movies/?page=intl&id=disney2014.htm,56,https://movie.douban.com/subject/11026735/,11026735,8.6,2014,tt2245084,https://www.imdb.com/title/tt2245084/?ref_=nv_sr_1,102,"$165,000,000
            ",USA,,https://piaofang.maoyan.com/movie/79232,,0,1,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/79232,,,
78,ACTION,26,Spectre,,"$83,509,789 ",13-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=bond24.htm,3,https://movie.douban.com/subject/11620560/,11620560,6.2,2015,tt2379713,https://www.imdb.com/title/tt2379713/?ref_=nv_sr_1,148,"$245,000,000
            ",UK,,https://piaofang.maoyan.com/movie/884035,,1,5,Action,1,Action,https://piaofang.maoyan.com/movie/884035,,,
79,ADVENTURE,26,Spectre,,"$83,509,789 ",13-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=bond24.htm,3,https://movie.douban.com/subject/11620560/,11620560,6.2,2015,tt2379713,https://www.imdb.com/title/tt2379713/?ref_=nv_sr_1,148,"$245,000,000
            ",UK,,https://piaofang.maoyan.com/movie/884035,,1,5,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/884035,,,
80,THRILLER,26,Spectre,,"$83,509,789 ",13-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=bond24.htm,3,https://movie.douban.com/subject/11620560/,11620560,6.2,2015,tt2379713,https://www.imdb.com/title/tt2379713/?ref_=nv_sr_1,148,"$245,000,000
            ",UK,,https://piaofang.maoyan.com/movie/884035,,1,5,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/884035,,,
81,ACTION,27,Wolf Warrior,,"$81,273,855 ",2-Apr,14,https://www.boxofficemojo.com//movies/intl/?id=_fWOLFWARRIOR01&country=CH&wk=2015W15&id=_fWOLFWARRIOR01&p=.htm,5,https://movie.douban.com/subject/3231724/,3231724,4.3,2009,tt3540136,https://www.imdb.com/title/tt3540136/?ref_=nv_sr_1,90,"$12,000,000
            ",China,709,https://piaofang.maoyan.com/movie/344264,295292,0,2,Action,1,Action,https://piaofang.maoyan.com/movie/344264,295292,88万+,7.09亿
82,CRIME,27,Wolf Warrior,,"$81,273,855 ",2-Apr,14,https://www.boxofficemojo.com//movies/intl/?id=_fWOLFWARRIOR01&country=CH&wk=2015W15&id=_fWOLFWARRIOR01&p=.htm,5,https://movie.douban.com/subject/3231724/,3231724,4.3,2009,tt3540136,https://www.imdb.com/title/tt3540136/?ref_=nv_sr_1,90,"$12,000,000
            ",China,709,https://piaofang.maoyan.com/movie/344264,295292,0,2,Crime,8,Crime,https://piaofang.maoyan.com/movie/344264,295292,88万+,7.09亿
83,THRILLER,27,Wolf Warrior,,"$81,273,855 ",2-Apr,14,https://www.boxofficemojo.com//movies/intl/?id=_fWOLFWARRIOR01&country=CH&wk=2015W15&id=_fWOLFWARRIOR01&p=.htm,5,https://movie.douban.com/subject/3231724/,3231724,4.3,2009,tt3540136,https://www.imdb.com/title/tt3540136/?ref_=nv_sr_1,90,"$12,000,000
            ",China,709,https://piaofang.maoyan.com/movie/344264,295292,0,2,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/344264,295292,88万+,7.09亿
84,WAR,27,Wolf Warrior,,"$81,273,855 ",2-Apr,14,https://www.boxofficemojo.com//movies/intl/?id=_fWOLFWARRIOR01&country=CH&wk=2015W15&id=_fWOLFWARRIOR01&p=.htm,5,https://movie.douban.com/subject/3231724/,3231724,4.3,2009,tt3540136,https://www.imdb.com/title/tt3540136/?ref_=nv_sr_1,90,"$12,000,000
            ",China,709,https://piaofang.maoyan.com/movie/344264,295292,0,2,War,25,War,https://piaofang.maoyan.com/movie/344264,295292,88万+,7.09亿
85,,28,Go Away Mr. Tumor,HuaXia,"$80,120,000 ",13-Aug,33,https://www.boxofficemojo.com//movies/?page=intl&id=goawaymrtumor.htm,5,https://movie.douban.com/subject/26289144/,26289144,7.4,2015,,,,,,,https://piaofang.maoyan.com/movie/246505,1807,0,4,,,,https://piaofang.maoyan.com/movie/246505,1807,44万+,
86,,29,The Left Ear,HuaXia,"$77,920,000 ",26-Apr,17,https://www.boxofficemojo.com//movies/intl/?id=_fTHELEFTEAR01&country=CH&wk=2015W18&id=_fTHELEFTEAR01&p=.htm,5,https://movie.douban.com/subject/25745752/,25745752,5.4,2015,,,,,,暂无 ,https://piaofang.maoyan.com/movie/246210,,0,2,,,,https://piaofang.maoyan.com/movie/246210,,,
87,DRAMA,30,Tiny Times 4.0,,"$77,750,000 ",9-Jul,28,https://www.boxofficemojo.com//movies/intl/?id=_fTINYTIMES401&country=CH&wk=2015W29&id=_fTINYTIMES401&p=.htm,3,https://movie.douban.com/subject/20376577/,20376577,4.7,2013,tt4814354,https://www.imdb.com/title/tt4814354/?ref_=nv_sr_1,116,,China,,,,0,4,Drama,12,Drama,,,,
88,ROMANCE,30,Tiny Times 4.0,,"$77,750,000 ",9-Jul,28,https://www.boxofficemojo.com//movies/intl/?id=_fTINYTIMES401&country=CH&wk=2015W29&id=_fTINYTIMES401&p=.htm,3,https://movie.douban.com/subject/20376577/,20376577,4.7,2013,tt4814354,https://www.imdb.com/title/tt4814354/?ref_=nv_sr_1,116,,China,,,,0,4,Romance,20,Romance,,,,
89,,31,S.P.L. 2: A TIme for Consequences,,"$75,320,000 ",18-Jun,25,https://www.boxofficemojo.com//movies/intl/?id=_fSPL2ATIMEFORC02&country=CH&wk=2015W26&id=_fSPL2ATIMEFORC02&p=.htm,5,https://movie.douban.com/subject/23788440/,23788440,7.3,2015,,,,,,,https://piaofang.maoyan.com/movie/246909,,1,3,,,,https://piaofang.maoyan.com/movie/246909,,,
90,ACTION,32,Kingsman: The Secret Service,China Film,"$74,667,000 ",27-Mar,13,https://www.boxofficemojo.com//movies/?page=intl&id=secretservice.htm,5,https://movie.douban.com/subject/24405378/,24405378,8.4,2015,tt2802144,https://www.imdb.com/title/tt2802144/?ref_=nv_sr_1,129,"$81,000,000
            ",UK,,https://piaofang.maoyan.com/movie/895418,,0,2,Action,1,Action,https://piaofang.maoyan.com/movie/895418,,,
91,ADVENTURE,32,Kingsman: The Secret Service,China Film,"$74,667,000 ",27-Mar,13,https://www.boxofficemojo.com//movies/?page=intl&id=secretservice.htm,5,https://movie.douban.com/subject/24405378/,24405378,8.4,2015,tt2802144,https://www.imdb.com/title/tt2802144/?ref_=nv_sr_1,129,"$81,000,000
            ",UK,,https://piaofang.maoyan.com/movie/895418,,0,2,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/895418,,,
92,COMEDY,32,Kingsman: The Secret Service,China Film,"$74,667,000 ",27-Mar,13,https://www.boxofficemojo.com//movies/?page=intl&id=secretservice.htm,5,https://movie.douban.com/subject/24405378/,24405378,8.4,2015,tt2802144,https://www.imdb.com/title/tt2802144/?ref_=nv_sr_1,129,"$81,000,000
            ",UK,,https://piaofang.maoyan.com/movie/895418,,0,2,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/895418,,,
93,THRILLER,32,Kingsman: The Secret Service,China Film,"$74,667,000 ",27-Mar,13,https://www.boxofficemojo.com//movies/?page=intl&id=secretservice.htm,5,https://movie.douban.com/subject/24405378/,24405378,8.4,2015,tt2802144,https://www.imdb.com/title/tt2802144/?ref_=nv_sr_1,129,"$81,000,000
            ",UK,,https://piaofang.maoyan.com/movie/895418,,0,2,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/895418,,,
94,,33,Cinderella (2015),China Film,"$71,570,000 ",13-Mar,11,https://www.boxofficemojo.com//movies/?page=intl&id=cinderella2015.htm,5,https://movie.douban.com/subject/6875263/,6875263,6.8,2015,,,,,,,,,0,2,,,,,,,
95,ANIMATION,34,Minions,,"$68,490,000 ",13-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=minions.htm,5,https://movie.douban.com/subject/11624706/,11624706,7.4,2015,tt2293640,https://www.imdb.com/title/tt2293640/?ref_=nv_sr_1,91,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/922991,,0,4,Animation,3,Animation,https://piaofang.maoyan.com/movie/922991,,,
96,ACTION,34,Minions,,"$68,490,000 ",13-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=minions.htm,5,https://movie.douban.com/subject/11624706/,11624706,7.4,2015,tt2293640,https://www.imdb.com/title/tt2293640/?ref_=nv_sr_1,91,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/922991,,0,4,Action,1,Action,https://piaofang.maoyan.com/movie/922991,,,
97,ADVENTURE,34,Minions,,"$68,490,000 ",13-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=minions.htm,5,https://movie.douban.com/subject/11624706/,11624706,7.4,2015,tt2293640,https://www.imdb.com/title/tt2293640/?ref_=nv_sr_1,91,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/922991,,0,4,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/922991,,,
98,COMEDY,34,Minions,,"$68,490,000 ",13-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=minions.htm,5,https://movie.douban.com/subject/11624706/,11624706,7.4,2015,tt2293640,https://www.imdb.com/title/tt2293640/?ref_=nv_sr_1,91,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/922991,,0,4,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/922991,,,
99,FAMILY,34,Minions,,"$68,490,000 ",13-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=minions.htm,5,https://movie.douban.com/subject/11624706/,11624706,7.4,2015,tt2293640,https://www.imdb.com/title/tt2293640/?ref_=nv_sr_1,91,"$74,000,000
            ",USA,,https://piaofang.maoyan.com/movie/922991,,0,4,Family,13,Family,https://piaofang.maoyan.com/movie/922991,,,
100,,35,Running Man (2015),,"$68,450,000 ",30-Jan,5,https://www.boxofficemojo.com//movies/?page=intl&id=runningman2015.htm,3,https://movie.douban.com/subject/26274910/,26274910,3.3,2015,,,,,,,https://piaofang.maoyan.com/movie/1236001,,0,1,,,,https://piaofang.maoyan.com/movie/1236001,,,
101,ACTION,36,Monk Comes Down the Mountain,,"$64,260,000 ",2-Jul,27,https://www.boxofficemojo.com//movies/intl/?id=_fMONKCOMEDDOWNTHE01&country=CH&wk=2015W28&id=_fMONKCOMEDDOWNTHE01&p=.htm,3,https://movie.douban.com/subject/24879839/,24879839,5.4,2015,tt3594826,https://www.imdb.com/title/tt3594826/?ref_=nv_sr_1,123,,China,,https://piaofang.maoyan.com/movie/78630,,0,4,Action,1,Action,https://piaofang.maoyan.com/movie/78630,,,
102,ACTION,37,Snow Girl and the Dark Crystal,HuaXia,"$63,620,000 ",19-Feb,8,https://www.boxofficemojo.com//movies/?page=intl&id=snowgirl.htm,3,https://movie.douban.com/subject/25713420/,25713420,4.2,2015,tt3585004,https://www.imdb.com/title/tt3585004/?ref_=nv_sr_1,118,"$26,400,000
            ",China,,https://piaofang.maoyan.com/movie/78761,,0,1,Action,1,Action,https://piaofang.maoyan.com/movie/78761,,,
103,FANTASY,37,Snow Girl and the Dark Crystal,HuaXia,"$63,620,000 ",19-Feb,8,https://www.boxofficemojo.com//movies/?page=intl&id=snowgirl.htm,3,https://movie.douban.com/subject/25713420/,25713420,4.2,2015,tt3585004,https://www.imdb.com/title/tt3585004/?ref_=nv_sr_1,118,"$26,400,000
            ",China,,https://piaofang.maoyan.com/movie/78761,,0,1,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/78761,,,
104,ROMANCE,37,Snow Girl and the Dark Crystal,HuaXia,"$63,620,000 ",19-Feb,8,https://www.boxofficemojo.com//movies/?page=intl&id=snowgirl.htm,3,https://movie.douban.com/subject/25713420/,25713420,4.2,2015,tt3585004,https://www.imdb.com/title/tt3585004/?ref_=nv_sr_1,118,"$26,400,000
            ",China,,https://piaofang.maoyan.com/movie/78761,,0,1,Romance,20,Romance,https://piaofang.maoyan.com/movie/78761,,,
105,WAR,38,The Hundred Regiments Offensive,,"$63,230,000 ",28-Aug,35,https://www.boxofficemojo.com//movies/intl/?id=_fTHEHUNDREDREGIME01&country=CH&wk=2015W36&id=_fTHEHUNDREDREGIME01&p=.htm,4,https://movie.douban.com/subject/26421030/,26421030,4.8,2015,tt4976086,https://www.imdb.com/title/tt4976086/?ref_=nv_sr_1,111,,China,,https://piaofang.maoyan.com/movie/341051,,0,4,War,25,War,https://piaofang.maoyan.com/movie/341051,,,
106,DRAMA,39,Forever Young,,"$59,750,000 ",10-Jul,28,https://www.boxofficemojo.com//movies/?page=intl&id=foreveryoung15.htm,2,https://movie.douban.com/subject/6874741/,6874741,7.6,2018,tt0104291,https://www.imdb.com/title/tt0104291/?ref_=nv_sr_1,102,,USA,,https://piaofang.maoyan.com/movie/1104401,,0,4,Drama,12,Drama,https://piaofang.maoyan.com/movie/1104401,,,
107,ROMANCE,39,Forever Young,,"$59,750,000 ",10-Jul,28,https://www.boxofficemojo.com//movies/?page=intl&id=foreveryoung15.htm,2,https://movie.douban.com/subject/6874741/,6874741,7.6,2018,tt0104291,https://www.imdb.com/title/tt0104291/?ref_=nv_sr_1,102,,USA,,https://piaofang.maoyan.com/movie/1104401,,0,4,Romance,20,Romance,https://piaofang.maoyan.com/movie/1104401,,,
108,SCI-FI,39,Forever Young,,"$59,750,000 ",10-Jul,28,https://www.boxofficemojo.com//movies/?page=intl&id=foreveryoung15.htm,2,https://movie.douban.com/subject/6874741/,6874741,7.6,2018,tt0104291,https://www.imdb.com/title/tt0104291/?ref_=nv_sr_1,102,,USA,,https://piaofang.maoyan.com/movie/1104401,,0,4,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/1104401,,,
109,,40,Miss Granny (2015),China Film,"$59,010,000 ",8-Jan,2,https://www.boxofficemojo.com//movies/?page=intl&id=20onceagain.htm,5,https://movie.douban.com/subject/25870084/,25870084,7.1,2015,,,,,,,,,0,1,,,,,,,
110,DRAMA,41,You Are My Sunshine,,"$56,640,000 ",30-Apr,18,,,https://movie.douban.com/subject/26259634/,26259634,3.6,2015,tt0479773,https://www.imdb.com/title/tt0479773/?ref_=nv_sr_1,121,,South,,https://piaofang.maoyan.com/movie/465579,,0,2,Drama,12,Drama,https://piaofang.maoyan.com/movie/465579,,,
111,ROMANCE,41,You Are My Sunshine,,"$56,640,000 ",30-Apr,18,,,https://movie.douban.com/subject/26259634/,26259634,3.6,2015,tt0479773,https://www.imdb.com/title/tt0479773/?ref_=nv_sr_1,121,,South,,https://piaofang.maoyan.com/movie/465579,,0,2,Romance,20,Romance,https://piaofang.maoyan.com/movie/465579,,,
112,,42,Silent Separation,,"$55,350,000 ",29-Apr,17,https://www.boxofficemojo.com//movies/intl/?id=_fSILENTSEPARATION01&country=CH&wk=2015W18&id=_fSILENTSEPARATION01&p=.htm,4,,,,,,,,,,,,,0,2,,,,,,,
113,,43,Our Times (2015),,"$54,499,955 ",19-Nov,47,,,https://movie.douban.com/subject/26366465/,26366465,7.8,2015,,,,,,,,,1,5,,,,,,,
114,ACTION,44,Hollywood Adventures,,"$51,620,000 ",26-Jun,26,https://www.boxofficemojo.com//movies/intl/?id=_fHOLLYWOODADVENTU02&country=CH&wk=2015W27&id=_fHOLLYWOODADVENTU02&p=.htm,3,https://movie.douban.com/subject/25908042/,25908042,4.4,2015,tt4115932,https://www.imdb.com/title/tt4115932/?ref_=nv_sr_1,114,"$30,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246178,,1,3,Action,1,Action,https://piaofang.maoyan.com/movie/246178,,,
115,ADVENTURE,44,Hollywood Adventures,,"$51,620,000 ",26-Jun,26,https://www.boxofficemojo.com//movies/intl/?id=_fHOLLYWOODADVENTU02&country=CH&wk=2015W27&id=_fHOLLYWOODADVENTU02&p=.htm,3,https://movie.douban.com/subject/25908042/,25908042,4.4,2015,tt4115932,https://www.imdb.com/title/tt4115932/?ref_=nv_sr_1,114,"$30,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246178,,1,3,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/246178,,,
116,COMEDY,44,Hollywood Adventures,,"$51,620,000 ",26-Jun,26,https://www.boxofficemojo.com//movies/intl/?id=_fHOLLYWOODADVENTU02&country=CH&wk=2015W27&id=_fHOLLYWOODADVENTU02&p=.htm,3,https://movie.douban.com/subject/25908042/,25908042,4.4,2015,tt4115932,https://www.imdb.com/title/tt4115932/?ref_=nv_sr_1,114,"$30,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246178,,1,3,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/246178,,,
117,CRIME,44,Hollywood Adventures,,"$51,620,000 ",26-Jun,26,https://www.boxofficemojo.com//movies/intl/?id=_fHOLLYWOODADVENTU02&country=CH&wk=2015W27&id=_fHOLLYWOODADVENTU02&p=.htm,3,https://movie.douban.com/subject/25908042/,25908042,4.4,2015,tt4115932,https://www.imdb.com/title/tt4115932/?ref_=nv_sr_1,114,"$30,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246178,,1,3,Crime,8,Crime,https://piaofang.maoyan.com/movie/246178,,,
