,key_0,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,Resource_x,Maoyan_link_x,WeiboClicks,GoldRelease,IssueDataOfGoldenWeek,Genre,Number,Genre,Maoyan_link_y,TotalWeiboClicks,TotalWechatClicks,Resource_y
118,,45,Surprise - Journey To The West,,"$49,373,331 ",11-Dec,50,https://www.boxofficemojo.com//movies/?page=intl&id=surprisejourneytothewest.htm,4,https://movie.douban.com/subject/25801066/,25801066,5.5,2017,,,,,,,https://piaofang.maoyan.com/movie/1156963,,0,1,,,,https://piaofang.maoyan.com/movie/1156963,,,
119,CRIME,46,The Dead End,,"$47,600,000 ",27-Aug,35,https://www.boxofficemojo.com//movies/intl/?id=_fTHEDEADEND01&country=CH&wk=2015W36&id=_fTHEDEADEND01&p=.htm,4,https://movie.douban.com/subject/24719063/,24719063,8,2015,tt4079152,https://www.imdb.com/title/tt4079152/?ref_=nv_sr_1,139,,China,,https://piaofang.maoyan.com/movie/725243,,0,4,Crime,8,Crime,https://piaofang.maoyan.com/movie/725243,,,
120,ADVENTURE,47,Night at the Museum: Secret of the Tomb,China Film,"$47,072,923 ",4-Jan,1,https://www.boxofficemojo.com//movies/?page=intl&id=nightatthemuseum3.htm,5,https://movie.douban.com/subject/21349734/,21349734,7,2014,tt2692250,https://www.imdb.com/title/tt2692250/?ref_=nv_sr_1,98,"$127,000,000
            ",UK,,https://piaofang.maoyan.com/movie/246015,,0,1,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/246015,,,
121,COMEDY,47,Night at the Museum: Secret of the Tomb,China Film,"$47,072,923 ",4-Jan,1,https://www.boxofficemojo.com//movies/?page=intl&id=nightatthemuseum3.htm,5,https://movie.douban.com/subject/21349734/,21349734,7,2014,tt2692250,https://www.imdb.com/title/tt2692250/?ref_=nv_sr_1,98,"$127,000,000
            ",UK,,https://piaofang.maoyan.com/movie/246015,,0,1,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/246015,,,
122,FAMILY,47,Night at the Museum: Secret of the Tomb,China Film,"$47,072,923 ",4-Jan,1,https://www.boxofficemojo.com//movies/?page=intl&id=nightatthemuseum3.htm,5,https://movie.douban.com/subject/21349734/,21349734,7,2014,tt2692250,https://www.imdb.com/title/tt2692250/?ref_=nv_sr_1,98,"$127,000,000
            ",UK,,https://piaofang.maoyan.com/movie/246015,,0,1,Family,13,Family,https://piaofang.maoyan.com/movie/246015,,,
123,FANTASY,47,Night at the Museum: Secret of the Tomb,China Film,"$47,072,923 ",4-Jan,1,https://www.boxofficemojo.com//movies/?page=intl&id=nightatthemuseum3.htm,5,https://movie.douban.com/subject/21349734/,21349734,7,2014,tt2692250,https://www.imdb.com/title/tt2692250/?ref_=nv_sr_1,98,"$127,000,000
            ",UK,,https://piaofang.maoyan.com/movie/246015,,0,1,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/246015,,,
124,,48,Boonie Bears: Mystical Winter,,"$47,000,000 ",30-Jan,5,https://www.boxofficemojo.com//movies/intl/?id=_fBOONIEBEARSMYSTI01&country=CH&wk=2015W6&id=_fBOONIEBEARSMYSTI01&p=.htm,5,https://movie.douban.com/subject/26220731/,26220731,7.4,2015,,,,,,,https://piaofang.maoyan.com/movie/246260,,0,1,,,,https://piaofang.maoyan.com/movie/246260,,,
125,COMEDY,49,Let's Get Married,HuaXia,"$45,420,000 ",2-Apr,14,https://www.boxofficemojo.com//movies/?page=intl&id=letsgetmarried.htm,3,https://movie.douban.com/subject/26140241/,26140241,5.9,2015,tt4572856,https://www.imdb.com/title/tt4572856/?ref_=nv_sr_1,127,,China,,https://piaofang.maoyan.com/movie/598869,,0,2,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/598869,,,
126,ROMANCE,49,Let's Get Married,HuaXia,"$45,420,000 ",2-Apr,14,https://www.boxofficemojo.com//movies/?page=intl&id=letsgetmarried.htm,3,https://movie.douban.com/subject/26140241/,26140241,5.9,2015,tt4572856,https://www.imdb.com/title/tt4572856/?ref_=nv_sr_1,127,,China,,https://piaofang.maoyan.com/movie/598869,,0,2,Romance,20,Romance,https://piaofang.maoyan.com/movie/598869,,,
127,DRAMA,50,Somewhere Only We Know,,"$45,160,000 ",10-Feb,6,https://www.boxofficemojo.com//movies/?page=intl&id=somewhereonlyweknow.htm,3,https://movie.douban.com/subject/25858759/,25858759,4.9,2015,tt4074958,https://www.imdb.com/title/tt4074958/?ref_=nv_sr_1,109,,China,,https://piaofang.maoyan.com/movie/558962,,0,1,Drama,12,Drama,https://piaofang.maoyan.com/movie/558962,,,
128,ROMANCE,50,Somewhere Only We Know,,"$45,160,000 ",10-Feb,6,https://www.boxofficemojo.com//movies/?page=intl&id=somewhereonlyweknow.htm,3,https://movie.douban.com/subject/25858759/,25858759,4.9,2015,tt4074958,https://www.imdb.com/title/tt4074958/?ref_=nv_sr_1,109,,China,,https://piaofang.maoyan.com/movie/558962,,0,1,Romance,20,Romance,https://piaofang.maoyan.com/movie/558962,,,
129,,51,Jupiter Ascending,China Film,"$44,620,000 ",6-Mar,10,https://www.boxofficemojo.com//movies/?page=intl&id=jupiterascending.htm,3,https://movie.douban.com/subject/5154799/,5154799,5.4,2015,tt1617661,https://www.imdb.com/title/tt1617661/?ref_=nv_sr_1,,,,,https://piaofang.maoyan.com/movie/870857,,0,2,,,,https://piaofang.maoyan.com/movie/870857,,,
130,,52,Point Break (2015),Lions Gate,"$39,403,259 ",4-Dec,49,https://www.boxofficemojo.com//movies/?page=intl&id=pointbreak2015.htm,19,https://movie.douban.com/subject/25809384/,25809384,6.9,2015,,,,,,,,,0,1,,,,,,,
131,COMEDY,53,Ex-Files 2: The Backup Strikes Back,,"$38,942,745 ",6-Nov,45,https://www.boxofficemojo.com//movies/intl/?id=_fEXFILES2THEBACKU01&country=CH&wk=2015W46&id=_fEXFILES2THEBACKU01&p=.htm,3,https://movie.douban.com/subject/25881786/,25881786,5,2015,tt5297596,https://www.imdb.com/title/tt5297596/?ref_=nv_sr_1,108,,China,,https://piaofang.maoyan.com/movie/248944,,1,5,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/248944,,,
132,ACTION,54,The Hunger Games: Mockingjay - Part 1,China Film,"$36,512,218 ",8-Feb,6,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames3.htm,24,https://movie.douban.com/subject/6533054/,6533054,5.9,2014,tt1951265,https://www.imdb.com/title/tt1951265/?ref_=nv_sr_1,123,"$125,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1044704,,0,1,Action,1,Action,https://piaofang.maoyan.com/movie/1044704,,,
133,ADVENTURE,54,The Hunger Games: Mockingjay - Part 1,China Film,"$36,512,218 ",8-Feb,6,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames3.htm,24,https://movie.douban.com/subject/6533054/,6533054,5.9,2014,tt1951265,https://www.imdb.com/title/tt1951265/?ref_=nv_sr_1,123,"$125,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1044704,,0,1,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/1044704,,,
134,SCI-FI,54,The Hunger Games: Mockingjay - Part 1,China Film,"$36,512,218 ",8-Feb,6,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames3.htm,24,https://movie.douban.com/subject/6533054/,6533054,5.9,2014,tt1951265,https://www.imdb.com/title/tt1951265/?ref_=nv_sr_1,123,"$125,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1044704,,0,1,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/1044704,,,
135,THRILLER,54,The Hunger Games: Mockingjay - Part 1,China Film,"$36,512,218 ",8-Feb,6,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames3.htm,24,https://movie.douban.com/subject/6533054/,6533054,5.9,2014,tt1951265,https://www.imdb.com/title/tt1951265/?ref_=nv_sr_1,123,"$125,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1044704,,0,1,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/1044704,,,
136,,55,Where Are We Going Dad? 2,,"$34,840,000 ",19-Feb,8,https://www.boxofficemojo.com//movies/intl/?id=_fWHEREAREWEGOINGD01&country=CH&wk=2015W9&id=_fWHEREAREWEGOINGD01&p=.htm,2,https://movie.douban.com/subject/25742294/,25742294,9,2013,,,,,,,https://piaofang.maoyan.com/movie/246287,,0,1,,,,https://piaofang.maoyan.com/movie/246287,,,
137,,56,Love and Lost (Shi Gu),China Film,"$34,180,000 ",20-Mar,12,https://www.boxofficemojo.com//movies/?page=intl&id=loveandlost.htm,3,https://movie.douban.com/subject/26864184/,26864184,6.6,2018,,,,,,,,,0,2,,,,,,,
138,,57,The Witness (Wo shi zheng ren),,"$33,461,140 ",29-Oct,44,https://www.boxofficemojo.com//movies/?page=intl&id=woshizhengren.htm,3,https://movie.douban.com/subject/3612641/,3612641,0,1955,,,,,,,,,1,5,,,,,,,
139,,58,Chek dou,,"$33,180,000 ",30-Apr,18,https://www.boxofficemojo.com//movies/intl/?id=_fCHEKDOU01&country=CH&wk=2015W19&id=_fCHEKDOU01&p=.htm,3,,,,,,,,,,,,,0,2,,,,,,,
140,ACTION,59,Taken 3,China Film,"$32,200,000 ",20-Mar,12,https://www.boxofficemojo.com//movies/?page=intl&id=taken3.htm,3,https://movie.douban.com/subject/20277632/,20277632,6.4,2014,tt2446042,https://www.imdb.com/title/tt2446042/?ref_=nv_sr_1,108,"$48,000,000
            ",France,,https://piaofang.maoyan.com/movie/246155,,0,2,Action,1,Action,https://piaofang.maoyan.com/movie/246155,,,
141,THRILLER,59,Taken 3,China Film,"$32,200,000 ",20-Mar,12,https://www.boxofficemojo.com//movies/?page=intl&id=taken3.htm,3,https://movie.douban.com/subject/20277632/,20277632,6.4,2014,tt2446042,https://www.imdb.com/title/tt2446042/?ref_=nv_sr_1,108,"$48,000,000
            ",France,,https://piaofang.maoyan.com/movie/246155,,0,2,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/246155,,,
142,ACTION,60,Saving Mr. Wu,,"$30,350,000 ",18-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=savingmrwu.htm,5,https://movie.douban.com/subject/25798448/,25798448,7.8,2015,tt4819560,https://www.imdb.com/title/tt4819560/?ref_=nv_sr_1,105,,China,,https://piaofang.maoyan.com/movie/246951,,0,4,Action,1,Action,https://piaofang.maoyan.com/movie/246951,,,
143,CRIME,60,Saving Mr. Wu,,"$30,350,000 ",18-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=savingmrwu.htm,5,https://movie.douban.com/subject/25798448/,25798448,7.8,2015,tt4819560,https://www.imdb.com/title/tt4819560/?ref_=nv_sr_1,105,,China,,https://piaofang.maoyan.com/movie/246951,,0,4,Crime,8,Crime,https://piaofang.maoyan.com/movie/246951,,,
144,DRAMA,60,Saving Mr. Wu,,"$30,350,000 ",18-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=savingmrwu.htm,5,https://movie.douban.com/subject/25798448/,25798448,7.8,2015,tt4819560,https://www.imdb.com/title/tt4819560/?ref_=nv_sr_1,105,,China,,https://piaofang.maoyan.com/movie/246951,,0,4,Drama,12,Drama,https://piaofang.maoyan.com/movie/246951,,,
145,THRILLER,60,Saving Mr. Wu,,"$30,350,000 ",18-Sep,38,https://www.boxofficemojo.com//movies/?page=intl&id=savingmrwu.htm,5,https://movie.douban.com/subject/25798448/,25798448,7.8,2015,tt4819560,https://www.imdb.com/title/tt4819560/?ref_=nv_sr_1,105,,China,,https://piaofang.maoyan.com/movie/246951,,0,4,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/246951,,,
146,ACTION,61,Maze Runner: The Scorch Trials,Fox,"$29,575,097 ",4-Nov,44,https://www.boxofficemojo.com//movies/?page=intl&id=mazerunner2.htm,2,https://movie.douban.com/subject/25995508/,25995508,5.8,2015,tt4046784,https://www.imdb.com/title/tt4046784/?ref_=nv_sr_1,131,"$61,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246371,,1,5,Action,1,Action,https://piaofang.maoyan.com/movie/246371,,,
147,SCI-FI,61,Maze Runner: The Scorch Trials,Fox,"$29,575,097 ",4-Nov,44,https://www.boxofficemojo.com//movies/?page=intl&id=mazerunner2.htm,2,https://movie.douban.com/subject/25995508/,25995508,5.8,2015,tt4046784,https://www.imdb.com/title/tt4046784/?ref_=nv_sr_1,131,"$61,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246371,,1,5,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/246371,,,
148,THRILLER,61,Maze Runner: The Scorch Trials,Fox,"$29,575,097 ",4-Nov,44,https://www.boxofficemojo.com//movies/?page=intl&id=mazerunner2.htm,2,https://movie.douban.com/subject/25995508/,25995508,5.8,2015,tt4046784,https://www.imdb.com/title/tt4046784/?ref_=nv_sr_1,131,"$61,000,000
            ",USA,,https://piaofang.maoyan.com/movie/246371,,1,5,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/246371,,,
149,,62,Home (2015),China Film,"$27,700,000 ",24-Apr,17,https://www.boxofficemojo.com//movies/?page=intl&id=happysmekday.htm,5,https://movie.douban.com/subject/10827341/,10827341,7.3,2015,,,,,,,,,0,2,,,,,,,
150,,63,Bride Wars (2015),HuaXia,"$27,670,000 ",20-Aug,34,https://www.boxofficemojo.com//movies/intl/?id=_fBRIDEWARS201&country=CH&wk=2015W35&id=_fBRIDEWARS201&p=.htm,2,https://movie.douban.com/subject/25849475/,25849475,3.9,2015,,,,,,,,,0,4,,,,,,,
151,ACTION,64,Seventh Son,China Film,"$27,560,000 ",16-Jan,3,https://www.boxofficemojo.com//movies/?page=intl&id=seventhson.htm,3,https://movie.douban.com/subject/2325873/,2325873,5,2014,tt1121096,https://www.imdb.com/title/tt1121096/?ref_=nv_sr_1,102,"$95,000,000
            ",USA,,https://piaofang.maoyan.com/movie/844948,,0,1,Action,1,Action,https://piaofang.maoyan.com/movie/844948,,,
152,ADVENTURE,64,Seventh Son,China Film,"$27,560,000 ",16-Jan,3,https://www.boxofficemojo.com//movies/?page=intl&id=seventhson.htm,3,https://movie.douban.com/subject/2325873/,2325873,5,2014,tt1121096,https://www.imdb.com/title/tt1121096/?ref_=nv_sr_1,102,"$95,000,000
            ",USA,,https://piaofang.maoyan.com/movie/844948,,0,1,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/844948,,,
153,FANTASY,64,Seventh Son,China Film,"$27,560,000 ",16-Jan,3,https://www.boxofficemojo.com//movies/?page=intl&id=seventhson.htm,3,https://movie.douban.com/subject/2325873/,2325873,5,2014,tt1121096,https://www.imdb.com/title/tt1121096/?ref_=nv_sr_1,102,"$95,000,000
            ",USA,,https://piaofang.maoyan.com/movie/844948,,0,1,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/844948,,,
154,DRAMA,65,Triumph in the Skies,,"$24,590,000 ",19-Feb,8,https://www.boxofficemojo.com//movies/intl/?id=_fTRIUMPHINTHESKIE01&country=CH&wk=2015W9&id=_fTRIUMPHINTHESKIE01&p=.htm,3,https://movie.douban.com/subject/7003416/,7003416,4.4,2015,tt1929433,https://www.imdb.com/title/tt1929433/?ref_=nv_sr_1,100,,Hong,暂无 ,https://piaofang.maoyan.com/movie/78601,,0,1,Drama,12,Drama,https://piaofang.maoyan.com/movie/78601,,,
155,ANIMATION,66,The Little Prince,,"$24,037,389 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=thelittleprince.htm,3,https://movie.douban.com/subject/20645098/,20645098,8.1,2015,tt1754656,https://www.imdb.com/title/tt1754656/?ref_=nv_sr_1,108,"$81,200,000
            ",France,,https://piaofang.maoyan.com/movie/871895,,1,5,Animation,3,Animation,https://piaofang.maoyan.com/movie/871895,,,
156,ADVENTURE,66,The Little Prince,,"$24,037,389 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=thelittleprince.htm,3,https://movie.douban.com/subject/20645098/,20645098,8.1,2015,tt1754656,https://www.imdb.com/title/tt1754656/?ref_=nv_sr_1,108,"$81,200,000
            ",France,,https://piaofang.maoyan.com/movie/871895,,1,5,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/871895,,,
157,DRAMA,66,The Little Prince,,"$24,037,389 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=thelittleprince.htm,3,https://movie.douban.com/subject/20645098/,20645098,8.1,2015,tt1754656,https://www.imdb.com/title/tt1754656/?ref_=nv_sr_1,108,"$81,200,000
            ",France,,https://piaofang.maoyan.com/movie/871895,,1,5,Drama,12,Drama,https://piaofang.maoyan.com/movie/871895,,,
158,FAMILY,66,The Little Prince,,"$24,037,389 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=thelittleprince.htm,3,https://movie.douban.com/subject/20645098/,20645098,8.1,2015,tt1754656,https://www.imdb.com/title/tt1754656/?ref_=nv_sr_1,108,"$81,200,000
            ",France,,https://piaofang.maoyan.com/movie/871895,,1,5,Family,13,Family,https://piaofang.maoyan.com/movie/871895,,,
159,FANTASY,66,The Little Prince,,"$24,037,389 ",16-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=thelittleprince.htm,3,https://movie.douban.com/subject/20645098/,20645098,8.1,2015,tt1754656,https://www.imdb.com/title/tt1754656/?ref_=nv_sr_1,108,"$81,200,000
            ",France,,https://piaofang.maoyan.com/movie/871895,,1,5,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/871895,,,
160,ACTION,67,Wild City,,"$23,670,000 ",30-Jul,31,https://www.boxofficemojo.com//movies/?page=intl&id=wildcity.htm,3,https://movie.douban.com/subject/25837175/,25837175,5.5,2015,tt3801934,https://www.imdb.com/title/tt3801934/?ref_=nv_sr_1,120,"$5,000,000
            ",Hong,,https://piaofang.maoyan.com/movie/960208,,0,4,Action,1,Action,https://piaofang.maoyan.com/movie/960208,,,
161,CRIME,67,Wild City,,"$23,670,000 ",30-Jul,31,https://www.boxofficemojo.com//movies/?page=intl&id=wildcity.htm,3,https://movie.douban.com/subject/25837175/,25837175,5.5,2015,tt3801934,https://www.imdb.com/title/tt3801934/?ref_=nv_sr_1,120,"$5,000,000
            ",Hong,,https://piaofang.maoyan.com/movie/960208,,0,4,Crime,8,Crime,https://piaofang.maoyan.com/movie/960208,,,
162,THRILLER,67,Wild City,,"$23,670,000 ",30-Jul,31,https://www.boxofficemojo.com//movies/?page=intl&id=wildcity.htm,3,https://movie.douban.com/subject/25837175/,25837175,5.5,2015,tt3801934,https://www.imdb.com/title/tt3801934/?ref_=nv_sr_1,120,"$5,000,000
            ",Hong,,https://piaofang.maoyan.com/movie/960208,,0,4,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/960208,,,
163,,68,Wan Wu Sheng Zhang,,"$23,620,000 ",17-Apr,16,https://www.boxofficemojo.com//movies/intl/?id=_fWANWUSHENGZHANG01&country=CH&wk=2015W17&id=_fWANWUSHENGZHANG01&p=.htm,3,https://movie.douban.com/subject/25872931/,25872931,5.7,2015,,,,,,,,,0,2,,,,,,,
164,DRAMA,69,To the Fore,,"$23,160,000 ",6-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fTOTHEFORE01&country=CH&wk=2015W33&id=_fTOTHEFORE01&p=.htm,3,https://movie.douban.com/subject/25853727/,25853727,7.2,2015,tt4788638,https://www.imdb.com/title/tt4788638/?ref_=nv_sr_1,125,,Hong,,https://piaofang.maoyan.com/movie/723203,,0,4,Drama,12,Drama,https://piaofang.maoyan.com/movie/723203,,,
165,SPORT,69,To the Fore,,"$23,160,000 ",6-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fTOTHEFORE01&country=CH&wk=2015W33&id=_fTOTHEFORE01&p=.htm,3,https://movie.douban.com/subject/25853727/,25853727,7.2,2015,tt4788638,https://www.imdb.com/title/tt4788638/?ref_=nv_sr_1,125,,Hong,,https://piaofang.maoyan.com/movie/723203,,0,4,Sport,22,Sport,https://piaofang.maoyan.com/movie/723203,,,
166,ACTION,70,The Hunger Games: Mockingjay - Part 2,,"$21,525,450 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames4.htm,2,https://movie.douban.com/subject/10047547/,10047547,6.2,2015,tt1951266,https://www.imdb.com/title/tt1951266/?ref_=nv_sr_1,137,"$160,000,000
            ",Germany,,https://piaofang.maoyan.com/movie/866061,,1,5,Action,1,Action,https://piaofang.maoyan.com/movie/866061,,,
167,ADVENTURE,70,The Hunger Games: Mockingjay - Part 2,,"$21,525,450 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames4.htm,2,https://movie.douban.com/subject/10047547/,10047547,6.2,2015,tt1951266,https://www.imdb.com/title/tt1951266/?ref_=nv_sr_1,137,"$160,000,000
            ",Germany,,https://piaofang.maoyan.com/movie/866061,,1,5,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/866061,,,
168,SCI-FI,70,The Hunger Games: Mockingjay - Part 2,,"$21,525,450 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames4.htm,2,https://movie.douban.com/subject/10047547/,10047547,6.2,2015,tt1951266,https://www.imdb.com/title/tt1951266/?ref_=nv_sr_1,137,"$160,000,000
            ",Germany,,https://piaofang.maoyan.com/movie/866061,,1,5,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/866061,,,
169,THRILLER,70,The Hunger Games: Mockingjay - Part 2,,"$21,525,450 ",19-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=hungergames4.htm,2,https://movie.douban.com/subject/10047547/,10047547,6.2,2015,tt1951266,https://www.imdb.com/title/tt1951266/?ref_=nv_sr_1,137,"$160,000,000
            ",Germany,,https://piaofang.maoyan.com/movie/866061,,1,5,Thriller,24,Thriller,https://piaofang.maoyan.com/movie/866061,,,
170,DRAMA,71,Lady of the Dynasty,China Film,"$20,660,000 ",30-Jul,31,,,https://movie.douban.com/subject/5993138/,5993138,3.6,2015,tt2080418,https://www.imdb.com/title/tt2080418/?ref_=nv_sr_1,122,"$20,000,000
            ",China,,https://piaofang.maoyan.com/movie/78307,,0,4,Drama,12,Drama,https://piaofang.maoyan.com/movie/78307,,,
171,HISTORY,71,Lady of the Dynasty,China Film,"$20,660,000 ",30-Jul,31,,,https://movie.douban.com/subject/5993138/,5993138,3.6,2015,tt2080418,https://www.imdb.com/title/tt2080418/?ref_=nv_sr_1,122,"$20,000,000
            ",China,,https://piaofang.maoyan.com/movie/78307,,0,4,History,15,History,https://piaofang.maoyan.com/movie/78307,,,
172,ROMANCE,71,Lady of the Dynasty,China Film,"$20,660,000 ",30-Jul,31,,,https://movie.douban.com/subject/5993138/,5993138,3.6,2015,tt2080418,https://www.imdb.com/title/tt2080418/?ref_=nv_sr_1,122,"$20,000,000
            ",China,,https://piaofang.maoyan.com/movie/78307,,0,4,Romance,20,Romance,https://piaofang.maoyan.com/movie/78307,,,
173,DRAMA,72,P.K.,,"$19,380,000 ",22-May,21,https://www.boxofficemojo.com//movies/?page=intl&id=pk.htm,5,https://movie.douban.com/subject/10741643/,10741643,8.4,2014,tt0084460,https://www.imdb.com/title/tt0084460/?ref_=nv_sr_1,89,,USA,,https://piaofang.maoyan.com/movie/1208789,,1,3,Drama,12,Drama,https://piaofang.maoyan.com/movie/1208789,,,
174,ACTION,73,Tomorrowland,,"$19,240,000 ",28-May,22,https://www.boxofficemojo.com//movies/?page=intl&id=1952.htm,3,https://movie.douban.com/subject/6873042/,6873042,6.3,2015,tt1964418,https://www.imdb.com/title/tt1964418/?ref_=nv_sr_1,130,"$190,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1093678,,1,3,Action,1,Action,https://piaofang.maoyan.com/movie/1093678,,,
175,ADVENTURE,73,Tomorrowland,,"$19,240,000 ",28-May,22,https://www.boxofficemojo.com//movies/?page=intl&id=1952.htm,3,https://movie.douban.com/subject/6873042/,6873042,6.3,2015,tt1964418,https://www.imdb.com/title/tt1964418/?ref_=nv_sr_1,130,"$190,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1093678,,1,3,Adventure,2,Adventure,https://piaofang.maoyan.com/movie/1093678,,,
176,FAMILY,73,Tomorrowland,,"$19,240,000 ",28-May,22,https://www.boxofficemojo.com//movies/?page=intl&id=1952.htm,3,https://movie.douban.com/subject/6873042/,6873042,6.3,2015,tt1964418,https://www.imdb.com/title/tt1964418/?ref_=nv_sr_1,130,"$190,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1093678,,1,3,Family,13,Family,https://piaofang.maoyan.com/movie/1093678,,,
177,FANTASY,73,Tomorrowland,,"$19,240,000 ",28-May,22,https://www.boxofficemojo.com//movies/?page=intl&id=1952.htm,3,https://movie.douban.com/subject/6873042/,6873042,6.3,2015,tt1964418,https://www.imdb.com/title/tt1964418/?ref_=nv_sr_1,130,"$190,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1093678,,1,3,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/1093678,,,
178,MYSTERY,73,Tomorrowland,,"$19,240,000 ",28-May,22,https://www.boxofficemojo.com//movies/?page=intl&id=1952.htm,3,https://movie.douban.com/subject/6873042/,6873042,6.3,2015,tt1964418,https://www.imdb.com/title/tt1964418/?ref_=nv_sr_1,130,"$190,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1093678,,1,3,Mystery,19,Mystery,https://piaofang.maoyan.com/movie/1093678,,,
179,SCI-FI,73,Tomorrowland,,"$19,240,000 ",28-May,22,https://www.boxofficemojo.com//movies/?page=intl&id=1952.htm,3,https://movie.douban.com/subject/6873042/,6873042,6.3,2015,tt1964418,https://www.imdb.com/title/tt1964418/?ref_=nv_sr_1,130,"$190,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1093678,,1,3,Sci-Fi,21,Sci-fi,https://piaofang.maoyan.com/movie/1093678,,,
180,ANIMATION,74,Hotel Transylvania 2,,"$18,701,176 ",29-Oct,44,https://www.boxofficemojo.com//movies/?page=intl&id=hoteltransylvania2.htm,4,https://movie.douban.com/subject/21327493/,21327493,7.6,2015,tt2510894,https://www.imdb.com/title/tt2510894/?ref_=nv_sr_1,89,"$80,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1178241,,1,5,Animation,3,Animation,https://piaofang.maoyan.com/movie/1178241,,,
181,COMEDY,74,Hotel Transylvania 2,,"$18,701,176 ",29-Oct,44,https://www.boxofficemojo.com//movies/?page=intl&id=hoteltransylvania2.htm,4,https://movie.douban.com/subject/21327493/,21327493,7.6,2015,tt2510894,https://www.imdb.com/title/tt2510894/?ref_=nv_sr_1,89,"$80,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1178241,,1,5,Comedy,6,Comedy,https://piaofang.maoyan.com/movie/1178241,,,
182,FAMILY,74,Hotel Transylvania 2,,"$18,701,176 ",29-Oct,44,https://www.boxofficemojo.com//movies/?page=intl&id=hoteltransylvania2.htm,4,https://movie.douban.com/subject/21327493/,21327493,7.6,2015,tt2510894,https://www.imdb.com/title/tt2510894/?ref_=nv_sr_1,89,"$80,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1178241,,1,5,Family,13,Family,https://piaofang.maoyan.com/movie/1178241,,,
183,FANTASY,74,Hotel Transylvania 2,,"$18,701,176 ",29-Oct,44,https://www.boxofficemojo.com//movies/?page=intl&id=hoteltransylvania2.htm,4,https://movie.douban.com/subject/21327493/,21327493,7.6,2015,tt2510894,https://www.imdb.com/title/tt2510894/?ref_=nv_sr_1,89,"$80,000,000
            ",USA,,https://piaofang.maoyan.com/movie/1178241,,1,5,Fantasy,14,Fantasy,https://piaofang.maoyan.com/movie/1178241,,,
