,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,GoldRelease,IssueDataOfGoldenWeek,Genre,Number,Maoyan_link,TotalWechatClicks,TotalWeiboClicks,Resource
0,1,Wolf Warrior 2,,"$854,248,869 ",27-Jul,30,https://www.boxofficemojo.com//movies/?page=intl&id=wolfwarrior2.htm,14,https://movie.douban.com/subject/26363254/,26363254,7.1,2017,tt7131870,https://www.imdb.com/title/tt7131870/?ref_=nv_sr_1,123,"$29,700,000 ",China,0,4,Action,1,https://piaofang.maoyan.com/movie/344264,88万+,295292,7.09亿
1,1,Wolf Warrior 2,,"$854,248,869 ",27-Jul,30,https://www.boxofficemojo.com//movies/?page=intl&id=wolfwarrior2.htm,14,https://movie.douban.com/subject/26363254/,26363254,7.1,2017,tt7131870,https://www.imdb.com/title/tt7131870/?ref_=nv_sr_1,123,"$29,700,000 ",China,0,4,Drama,12,https://piaofang.maoyan.com/movie/344264,88万+,295292,7.09亿
2,1,Wolf Warrior 2,,"$854,248,869 ",27-Jul,30,https://www.boxofficemojo.com//movies/?page=intl&id=wolfwarrior2.htm,14,https://movie.douban.com/subject/26363254/,26363254,7.1,2017,tt7131870,https://www.imdb.com/title/tt7131870/?ref_=nv_sr_1,123,"$29,700,000 ",China,0,4,Thriller,24,https://piaofang.maoyan.com/movie/344264,88万+,295292,7.09亿
3,1,Wolf Warrior 2,,"$854,248,869 ",27-Jul,30,https://www.boxofficemojo.com//movies/?page=intl&id=wolfwarrior2.htm,14,https://movie.douban.com/subject/26363254/,26363254,7.1,2017,tt7131870,https://www.imdb.com/title/tt7131870/?ref_=nv_sr_1,123,"$29,700,000 ",China,0,4,War,25,https://piaofang.maoyan.com/movie/344264,88万+,295292,7.09亿
4,2,The Fate of the Furious,UPI,"$392,807,017 ",14-Apr,15,https://www.boxofficemojo.com//movies/?page=intl&id=furious8.htm,9,https://movie.douban.com/subject/26260853/,26260853,7,2017,tt4630562,https://www.imdb.com/title/tt4630562/?ref_=nv_sr_1,136,"$250,000,000 ",China,0,2,Action,1,https://piaofang.maoyan.com/movie/248700,,,12.31亿
5,2,The Fate of the Furious,UPI,"$392,807,017 ",14-Apr,15,https://www.boxofficemojo.com//movies/?page=intl&id=furious8.htm,9,https://movie.douban.com/subject/26260853/,26260853,7,2017,tt4630562,https://www.imdb.com/title/tt4630562/?ref_=nv_sr_1,136,"$250,000,000 ",China,0,2,Crime,8,https://piaofang.maoyan.com/movie/248700,,,12.31亿
6,2,The Fate of the Furious,UPI,"$392,807,017 ",14-Apr,15,https://www.boxofficemojo.com//movies/?page=intl&id=furious8.htm,9,https://movie.douban.com/subject/26260853/,26260853,7,2017,tt4630562,https://www.imdb.com/title/tt4630562/?ref_=nv_sr_1,136,"$250,000,000 ",China,0,2,Thriller,24,https://piaofang.maoyan.com/movie/248700,,,12.31亿
7,3,Never Say Die,,"$333,937,573 ",30-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fNEVERSAYDIE01&country=CH&wk=2017W39&id=_fNEVERSAYDIE01&p=.htm,13,https://movie.douban.com/subject/27038183/,27038183,6.9,2017,tt7431894,https://www.imdb.com/title/tt7431894/?ref_=nv_sr_1,100,,China,0,4,Comedy,6,https://piaofang.maoyan.com/movie/984231,,,
8,3,Never Say Die,,"$333,937,573 ",30-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fNEVERSAYDIE01&country=CH&wk=2017W39&id=_fNEVERSAYDIE01&p=.htm,13,https://movie.douban.com/subject/27038183/,27038183,6.9,2017,tt7431894,https://www.imdb.com/title/tt7431894/?ref_=nv_sr_1,100,,China,0,4,Fantasy,14,https://piaofang.maoyan.com/movie/984231,,,
9,3,Never Say Die,,"$333,937,573 ",30-Sep,39,https://www.boxofficemojo.com//movies/intl/?id=_fNEVERSAYDIE01&country=CH&wk=2017W39&id=_fNEVERSAYDIE01&p=.htm,13,https://movie.douban.com/subject/27038183/,27038183,6.9,2017,tt7431894,https://www.imdb.com/title/tt7431894/?ref_=nv_sr_1,100,,China,0,4,Sport,22,https://piaofang.maoyan.com/movie/984231,,,
10,4,The Ex-File: The Return of the Exes,,"$306,449,457 ",29-Dec,52,https://www.boxofficemojo.com//movies/?page=intl&id=exfile3.htm,9,https://movie.douban.com/subject/26662193/,26662193,5.5,2017,tt7830888,https://www.imdb.com/title/tt7830888/?ref_=fn_al_tt_1,120,,China,0,1,,6,https://piaofang.maoyan.com/movie/344929,17万+,15069,5.56亿
11,5,Kung Fu Yoga,,"$254,531,595 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=kungfuyoga.htm,10,https://movie.douban.com/subject/26182910/,26182910,5,2017,tt4217392,https://www.imdb.com/title/tt4217392/?ref_=nv_sr_1,107,"$65,000,000 ",China,0,1,Action,1,https://piaofang.maoyan.com/movie/248933,,0,
12,5,Kung Fu Yoga,,"$254,531,595 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=kungfuyoga.htm,10,https://movie.douban.com/subject/26182910/,26182910,5,2017,tt4217392,https://www.imdb.com/title/tt4217392/?ref_=nv_sr_1,107,"$65,000,000 ",China,0,1,Adventure,2,https://piaofang.maoyan.com/movie/248933,,0,
13,5,Kung Fu Yoga,,"$254,531,595 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=kungfuyoga.htm,10,https://movie.douban.com/subject/26182910/,26182910,5,2017,tt4217392,https://www.imdb.com/title/tt4217392/?ref_=nv_sr_1,107,"$65,000,000 ",China,0,1,Comedy,6,https://piaofang.maoyan.com/movie/248933,,0,
14,5,Kung Fu Yoga,,"$254,531,595 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=kungfuyoga.htm,10,https://movie.douban.com/subject/26182910/,26182910,5,2017,tt4217392,https://www.imdb.com/title/tt4217392/?ref_=nv_sr_1,107,"$65,000,000 ",China,0,1,Fantasy,14,https://piaofang.maoyan.com/movie/248933,,0,
15,5,Kung Fu Yoga,,"$254,531,595 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=kungfuyoga.htm,10,https://movie.douban.com/subject/26182910/,26182910,5,2017,tt4217392,https://www.imdb.com/title/tt4217392/?ref_=nv_sr_1,107,"$65,000,000 ",China,0,1,Mystery,19,https://piaofang.maoyan.com/movie/248933,,0,
16,6,Journey to the West: The Demons Strike Back,,"$239,553,888 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=journeytothewest2.htm,9,https://movie.douban.com/subject/25801066/,25801066,5.5,2017,tt5273624,https://www.imdb.com/title/tt5273624/?ref_=nv_sr_1,109,"$63,300,000 ",China,0,1,Adventure,2,https://piaofang.maoyan.com/movie/248904,,,
17,6,Journey to the West: The Demons Strike Back,,"$239,553,888 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=journeytothewest2.htm,9,https://movie.douban.com/subject/25801066/,25801066,5.5,2017,tt5273624,https://www.imdb.com/title/tt5273624/?ref_=nv_sr_1,109,"$63,300,000 ",China,0,1,Comedy,6,https://piaofang.maoyan.com/movie/248904,,,
18,6,Journey to the West: The Demons Strike Back,,"$239,553,888 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=journeytothewest2.htm,9,https://movie.douban.com/subject/25801066/,25801066,5.5,2017,tt5273624,https://www.imdb.com/title/tt5273624/?ref_=nv_sr_1,109,"$63,300,000 ",China,0,1,Fantasy,14,https://piaofang.maoyan.com/movie/248904,,,
19,7,Transformers: The Last Knight,PPI,"$228,842,508 ",23-Jun,25,https://www.boxofficemojo.com//movies/?page=intl&id=transformers5.htm,5,https://movie.douban.com/subject/25824686/,25824686,4.9,2017,tt3371366,https://www.imdb.com/title/tt3371366/?ref_=nv_sr_1,154,,USA,1,3,Action,1,https://piaofang.maoyan.com/movie/248645,,,3.44亿
20,7,Transformers: The Last Knight,PPI,"$228,842,508 ",23-Jun,25,https://www.boxofficemojo.com//movies/?page=intl&id=transformers5.htm,5,https://movie.douban.com/subject/25824686/,25824686,4.9,2017,tt3371366,https://www.imdb.com/title/tt3371366/?ref_=nv_sr_1,154,,USA,1,3,Adventure,2,https://piaofang.maoyan.com/movie/248645,,,3.44亿
21,8,Youth (2017),,"$224,558,496 ",15-Dec,50,https://www.boxofficemojo.com//movies/?page=intl&id=youth2017.htm,11,https://movie.douban.com/subject/26862829/,26862829,7.6,2017,tt6654316,https://www.imdb.com/title/tt6654316/?ref_=fn_al_tt_1,135,,China,0,1,Drama,12,,,,
22,9,Dangal,,"$193,050,870 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=dangal.htm,14,https://movie.douban.com/subject/26387939/,26387939,9.1,2016,tt5074352,https://www.imdb.com/title/tt5074352/?ref_=nv_sr_1,161,"INR&nbsp;700,000,000",India,1,3,Action,1,https://piaofang.maoyan.com/movie/1050159,,,
23,9,Dangal,,"$193,050,870 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=dangal.htm,14,https://movie.douban.com/subject/26387939/,26387939,9.1,2016,tt5074352,https://www.imdb.com/title/tt5074352/?ref_=nv_sr_1,161,"INR&nbsp;700,000,000",India,1,3,Biography,4,https://piaofang.maoyan.com/movie/1050159,,,
24,9,Dangal,,"$193,050,870 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=dangal.htm,14,https://movie.douban.com/subject/26387939/,26387939,9.1,2016,tt5074352,https://www.imdb.com/title/tt5074352/?ref_=nv_sr_1,161,"INR&nbsp;700,000,000",India,1,3,Drama,12,https://piaofang.maoyan.com/movie/1050159,,,
25,9,Dangal,,"$193,050,870 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=dangal.htm,14,https://movie.douban.com/subject/26387939/,26387939,9.1,2016,tt5074352,https://www.imdb.com/title/tt5074352/?ref_=nv_sr_1,161,"INR&nbsp;700,000,000",India,1,3,Sport,22,https://piaofang.maoyan.com/movie/1050159,,,
26,10,Coco,Disney,"$189,226,296 ",24-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=pixar1117.htm,9,https://movie.douban.com/subject/20495023/,20495023,9,2017,tt2380307,https://www.imdb.com/title/tt2380307/?ref_=nv_sr_1,105,"$175,000,000 ",USA,1,5,Animation,3,https://piaofang.maoyan.com/movie/1241403,,,
27,10,Coco,Disney,"$189,226,296 ",24-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=pixar1117.htm,9,https://movie.douban.com/subject/20495023/,20495023,9,2017,tt2380307,https://www.imdb.com/title/tt2380307/?ref_=nv_sr_1,105,"$175,000,000 ",USA,1,5,Adventure,2,https://piaofang.maoyan.com/movie/1241403,,,
28,10,Coco,Disney,"$189,226,296 ",24-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=pixar1117.htm,9,https://movie.douban.com/subject/20495023/,20495023,9,2017,tt2380307,https://www.imdb.com/title/tt2380307/?ref_=nv_sr_1,105,"$175,000,000 ",USA,1,5,Comedy,6,https://piaofang.maoyan.com/movie/1241403,,,
29,10,Coco,Disney,"$189,226,296 ",24-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=pixar1117.htm,9,https://movie.douban.com/subject/20495023/,20495023,9,2017,tt2380307,https://www.imdb.com/title/tt2380307/?ref_=nv_sr_1,105,"$175,000,000 ",USA,1,5,Family,13,https://piaofang.maoyan.com/movie/1241403,,,
30,10,Coco,Disney,"$189,226,296 ",24-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=pixar1117.htm,9,https://movie.douban.com/subject/20495023/,20495023,9,2017,tt2380307,https://www.imdb.com/title/tt2380307/?ref_=nv_sr_1,105,"$175,000,000 ",USA,1,5,Fantasy,14,https://piaofang.maoyan.com/movie/1241403,,,
31,10,Coco,Disney,"$189,226,296 ",24-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=pixar1117.htm,9,https://movie.douban.com/subject/20495023/,20495023,9,2017,tt2380307,https://www.imdb.com/title/tt2380307/?ref_=nv_sr_1,105,"$175,000,000 ",USA,1,5,Music,18,https://piaofang.maoyan.com/movie/1241403,,,
32,10,Coco,Disney,"$189,226,296 ",24-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=pixar1117.htm,9,https://movie.douban.com/subject/20495023/,20495023,9,2017,tt2380307,https://www.imdb.com/title/tt2380307/?ref_=nv_sr_1,105,"$175,000,000 ",USA,1,5,Mystery,19,https://piaofang.maoyan.com/movie/1241403,,,
33,11,Pirates of the Caribbean: Dead Men Tell No Tales,Disney,"$172,277,290 ",26-May,21,https://www.boxofficemojo.com//movies/?page=intl&id=potc5.htm,5,https://movie.douban.com/subject/6311303/,6311303,7.2,2017,tt1790809,https://www.imdb.com/title/tt1790809/?ref_=nv_sr_1,129,"$230,000,000 ",USA,1,3,Adventure,2,https://piaofang.maoyan.com/movie/246012,,,1.52亿
34,11,Pirates of the Caribbean: Dead Men Tell No Tales,Disney,"$172,277,290 ",26-May,21,https://www.boxofficemojo.com//movies/?page=intl&id=potc5.htm,5,https://movie.douban.com/subject/6311303/,6311303,7.2,2017,tt1790809,https://www.imdb.com/title/tt1790809/?ref_=nv_sr_1,129,"$230,000,000 ",USA,1,3,Action,1,https://piaofang.maoyan.com/movie/246012,,,1.52亿
35,12,Kong: Skull Island,,"$168,188,002 ",24-Mar,12,https://www.boxofficemojo.com//movies/?page=intl&id=legendary2016.htm,7,https://movie.douban.com/subject/26309788/,26309788,6.6,2017,tt3731562,https://www.imdb.com/title/tt3731562/?ref_=nv_sr_1,118,"$185,000,000 ",USA,0,2,Action,1,https://piaofang.maoyan.com/movie/249898,,,
36,12,Kong: Skull Island,,"$168,188,002 ",24-Mar,12,https://www.boxofficemojo.com//movies/?page=intl&id=legendary2016.htm,7,https://movie.douban.com/subject/26309788/,26309788,6.6,2017,tt3731562,https://www.imdb.com/title/tt3731562/?ref_=nv_sr_1,118,"$185,000,000 ",USA,0,2,Adventure,2,https://piaofang.maoyan.com/movie/249898,,,
37,12,Kong: Skull Island,,"$168,188,002 ",24-Mar,12,https://www.boxofficemojo.com//movies/?page=intl&id=legendary2016.htm,7,https://movie.douban.com/subject/26309788/,26309788,6.6,2017,tt3731562,https://www.imdb.com/title/tt3731562/?ref_=nv_sr_1,118,"$185,000,000 ",USA,0,2,Fantasy,14,https://piaofang.maoyan.com/movie/249898,,,
38,12,Kong: Skull Island,,"$168,188,002 ",24-Mar,12,https://www.boxofficemojo.com//movies/?page=intl&id=legendary2016.htm,7,https://movie.douban.com/subject/26309788/,26309788,6.6,2017,tt3731562,https://www.imdb.com/title/tt3731562/?ref_=nv_sr_1,118,"$185,000,000 ",USA,0,2,Sci-Fi,21,https://piaofang.maoyan.com/movie/249898,,,
39,13,xXx: The Return of Xander Cage,PPI,"$164,066,583 ",10-Feb,6,https://www.boxofficemojo.com//movies/?page=intl&id=xxx3.htm,9,https://movie.douban.com/subject/3230115/,3230115,5.6,2017,tt1293847,https://www.imdb.com/title/tt1293847/?ref_=fn_al_tt_1,107,,USA,0,1,Action,1,https://piaofang.maoyan.com/movie/334590,,,
40,14,Resident Evil: The Final Chapter,Sony,"$159,548,686 ",24-Feb,8,https://www.boxofficemojo.com//movies/?page=intl&id=residentevil6.htm,4,https://movie.douban.com/subject/20471852/,20471852,6.5,2016,tt2592614,https://www.imdb.com/title/tt2592614/?ref_=nv_sr_1,89,"$80,000,000 ",USA,0,1,Action,1,https://piaofang.maoyan.com/movie/246065,,,
41,15,Despicable Me 3,UPI,"$158,171,566 ",7-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=despicableme3.htm,9,https://movie.douban.com/subject/25812712/,25812712,6.8,2017,tt3469046,https://www.imdb.com/title/tt3469046/?ref_=nv_sr_1,89,"$85,000,000 ",USA,0,4,Animation,3,https://piaofang.maoyan.com/movie/249900,,,1308.9万
42,15,Despicable Me 3,UPI,"$158,171,566 ",7-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=despicableme3.htm,9,https://movie.douban.com/subject/25812712/,25812712,6.8,2017,tt3469046,https://www.imdb.com/title/tt3469046/?ref_=nv_sr_1,89,"$85,000,000 ",USA,0,4,Action,1,https://piaofang.maoyan.com/movie/249900,,,1308.9万
43,15,Despicable Me 3,UPI,"$158,171,566 ",7-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=despicableme3.htm,9,https://movie.douban.com/subject/25812712/,25812712,6.8,2017,tt3469046,https://www.imdb.com/title/tt3469046/?ref_=nv_sr_1,89,"$85,000,000 ",USA,0,4,Adventure,2,https://piaofang.maoyan.com/movie/249900,,,1308.9万
44,15,Despicable Me 3,UPI,"$158,171,566 ",7-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=despicableme3.htm,9,https://movie.douban.com/subject/25812712/,25812712,6.8,2017,tt3469046,https://www.imdb.com/title/tt3469046/?ref_=nv_sr_1,89,"$85,000,000 ",USA,0,4,Comedy,6,https://piaofang.maoyan.com/movie/249900,,,1308.9万
45,15,Despicable Me 3,UPI,"$158,171,566 ",7-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=despicableme3.htm,9,https://movie.douban.com/subject/25812712/,25812712,6.8,2017,tt3469046,https://www.imdb.com/title/tt3469046/?ref_=nv_sr_1,89,"$85,000,000 ",USA,0,4,Family,13,https://piaofang.maoyan.com/movie/249900,,,1308.9万
46,15,Despicable Me 3,UPI,"$158,171,566 ",7-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=despicableme3.htm,9,https://movie.douban.com/subject/25812712/,25812712,6.8,2017,tt3469046,https://www.imdb.com/title/tt3469046/?ref_=nv_sr_1,89,"$85,000,000 ",USA,0,4,Fantasy,14,https://piaofang.maoyan.com/movie/249900,,,1308.9万
47,15,Despicable Me 3,UPI,"$158,171,566 ",7-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=despicableme3.htm,9,https://movie.douban.com/subject/25812712/,25812712,6.8,2017,tt3469046,https://www.imdb.com/title/tt3469046/?ref_=nv_sr_1,89,"$85,000,000 ",USA,0,4,Sci-Fi,21,https://piaofang.maoyan.com/movie/249900,,,1308.9万
48,16,Duckweed,,"$152,405,087 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=duckweed.htm,9,https://movie.douban.com/subject/26862259/,26862259,6.8,2017,tt6461514,https://www.imdb.com/title/tt6461514/?ref_=nv_sr_1,102,,China,0,1,Comedy,6,https://piaofang.maoyan.com/movie/1049147,,,
49,16,Duckweed,,"$152,405,087 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=duckweed.htm,9,https://movie.douban.com/subject/26862259/,26862259,6.8,2017,tt6461514,https://www.imdb.com/title/tt6461514/?ref_=nv_sr_1,102,,China,0,1,Drama,12,https://piaofang.maoyan.com/movie/1049147,,,
50,16,Duckweed,,"$152,405,087 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=duckweed.htm,9,https://movie.douban.com/subject/26862259/,26862259,6.8,2017,tt6461514,https://www.imdb.com/title/tt6461514/?ref_=nv_sr_1,102,,China,0,1,Fantasy,14,https://piaofang.maoyan.com/movie/1049147,,,
51,17,Spider-Man: Homecoming,Sony,"$116,280,889 ",8-Sep,36,https://www.boxofficemojo.com//movies/?page=intl&id=spiderman2017.htm,5,https://movie.douban.com/subject/24753477/,24753477,7.4,2017,tt2250912,https://www.imdb.com/title/tt2250912/?ref_=nv_sr_1,133,"$175,000,000 ",USA,0,4,Action,1,https://piaofang.maoyan.com/movie/334620,,0,2.17亿
52,17,Spider-Man: Homecoming,Sony,"$116,280,889 ",8-Sep,36,https://www.boxofficemojo.com//movies/?page=intl&id=spiderman2017.htm,5,https://movie.douban.com/subject/24753477/,24753477,7.4,2017,tt2250912,https://www.imdb.com/title/tt2250912/?ref_=nv_sr_1,133,"$175,000,000 ",USA,0,4,Adventure,2,https://piaofang.maoyan.com/movie/334620,,0,2.17亿
53,17,Spider-Man: Homecoming,Sony,"$116,280,889 ",8-Sep,36,https://www.boxofficemojo.com//movies/?page=intl&id=spiderman2017.htm,5,https://movie.douban.com/subject/24753477/,24753477,7.4,2017,tt2250912,https://www.imdb.com/title/tt2250912/?ref_=nv_sr_1,133,"$175,000,000 ",USA,0,4,Sci-Fi,21,https://piaofang.maoyan.com/movie/334620,,0,2.17亿
54,18,Thor: Ragnarok,Disney,"$112,226,154 ",3-Nov,44,https://www.boxofficemojo.com//movies/?page=intl&id=marvel2017.htm,5,https://movie.douban.com/subject/25821634/,25821634,7.4,2017,tt3501632,https://www.imdb.com/title/tt3501632/?ref_=nv_sr_1,130,"$180,000,000 ",USA,1,5,Action,1,https://piaofang.maoyan.com/movie/249894,,,891.5万
55,19,War for the Planet of the Apes,Fox,"$112,150,301 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=planetoftheapes16.htm,28,https://movie.douban.com/subject/25808075/,25808075,6.9,2017,tt3450958,https://www.imdb.com/title/tt3450958/?ref_=nv_sr_1,140,"$150,000,000 ",USA,0,4,Action,1,https://piaofang.maoyan.com/movie/246377,,,1821.5万
56,19,War for the Planet of the Apes,Fox,"$112,150,301 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=planetoftheapes16.htm,28,https://movie.douban.com/subject/25808075/,25808075,6.9,2017,tt3450958,https://www.imdb.com/title/tt3450958/?ref_=nv_sr_1,140,"$150,000,000 ",USA,0,4,Adventure,2,https://piaofang.maoyan.com/movie/246377,,,1821.5万
57,19,War for the Planet of the Apes,Fox,"$112,150,301 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=planetoftheapes16.htm,28,https://movie.douban.com/subject/25808075/,25808075,6.9,2017,tt3450958,https://www.imdb.com/title/tt3450958/?ref_=nv_sr_1,140,"$150,000,000 ",USA,0,4,Drama,12,https://piaofang.maoyan.com/movie/246377,,,1821.5万
58,19,War for the Planet of the Apes,Fox,"$112,150,301 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=planetoftheapes16.htm,28,https://movie.douban.com/subject/25808075/,25808075,6.9,2017,tt3450958,https://www.imdb.com/title/tt3450958/?ref_=nv_sr_1,140,"$150,000,000 ",USA,0,4,Sci-Fi,21,https://piaofang.maoyan.com/movie/246377,,,1821.5万
59,19,War for the Planet of the Apes,Fox,"$112,150,301 ",15-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=planetoftheapes16.htm,28,https://movie.douban.com/subject/25808075/,25808075,6.9,2017,tt3450958,https://www.imdb.com/title/tt3450958/?ref_=nv_sr_1,140,"$150,000,000 ",USA,0,4,Thriller,24,https://piaofang.maoyan.com/movie/246377,,,1821.5万
60,20,Buddies in India,,"$109,835,197 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=buddiesinindia.htm,8,https://movie.douban.com/subject/26389696/,26389696,3.7,2017,tt6152908,https://www.imdb.com/title/tt6152908/?ref_=nv_sr_1,99,,China,0,1,Action,1,https://piaofang.maoyan.com/movie/248935,,,
61,20,Buddies in India,,"$109,835,197 ",28-Jan,4,https://www.boxofficemojo.com//movies/?page=intl&id=buddiesinindia.htm,8,https://movie.douban.com/subject/26389696/,26389696,3.7,2017,tt6152908,https://www.imdb.com/title/tt6152908/?ref_=nv_sr_1,99,,China,0,1,Comedy,6,https://piaofang.maoyan.com/movie/248935,,,
62,21,Logan,Fox,"$106,226,155 ",3-Mar,9,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wolverine2017.htm,6,https://movie.douban.com/subject/25765735/,25765735,8.3,2017,tt3315342,https://www.imdb.com/title/tt3315342/?ref_=nv_sr_1,137,"$97,000,000 ",USA,0,2,Action,1,,,,
63,21,Logan,Fox,"$106,226,155 ",3-Mar,9,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wolverine2017.htm,6,https://movie.douban.com/subject/25765735/,25765735,8.3,2017,tt3315342,https://www.imdb.com/title/tt3315342/?ref_=nv_sr_1,137,"$97,000,000 ",USA,0,2,Drama,12,,,,
64,21,Logan,Fox,"$106,226,155 ",3-Mar,9,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wolverine2017.htm,6,https://movie.douban.com/subject/25765735/,25765735,8.3,2017,tt3315342,https://www.imdb.com/title/tt3315342/?ref_=nv_sr_1,137,"$97,000,000 ",USA,0,2,Sci-Fi,21,,,,
65,21,Logan,Fox,"$106,226,155 ",3-Mar,9,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=wolverine2017.htm,6,https://movie.douban.com/subject/25765735/,25765735,8.3,2017,tt3315342,https://www.imdb.com/title/tt3315342/?ref_=nv_sr_1,137,"$97,000,000 ",USA,0,2,Thriller,24,,,,
66,22,Justice League,WB,"$106,052,345 ",17-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=dcfilm1117.htm,7,https://movie.douban.com/subject/2158490/,2158490,6.5,2017,tt0974015,https://www.imdb.com/title/tt0974015/?ref_=nv_sr_1,120,"$300,000,000 ",USA,1,5,Action,1,https://piaofang.maoyan.com/movie/1220785,,,
67,22,Justice League,WB,"$106,052,345 ",17-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=dcfilm1117.htm,7,https://movie.douban.com/subject/2158490/,2158490,6.5,2017,tt0974015,https://www.imdb.com/title/tt0974015/?ref_=nv_sr_1,120,"$300,000,000 ",USA,1,5,Adventure,2,https://piaofang.maoyan.com/movie/1220785,,,
68,22,Justice League,WB,"$106,052,345 ",17-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=dcfilm1117.htm,7,https://movie.douban.com/subject/2158490/,2158490,6.5,2017,tt0974015,https://www.imdb.com/title/tt0974015/?ref_=nv_sr_1,120,"$300,000,000 ",USA,1,5,Fantasy,14,https://piaofang.maoyan.com/movie/1220785,,,
69,22,Justice League,WB,"$106,052,345 ",17-Nov,46,https://www.boxofficemojo.com//movies/?page=intl&id=dcfilm1117.htm,7,https://movie.douban.com/subject/2158490/,2158490,6.5,2017,tt0974015,https://www.imdb.com/title/tt0974015/?ref_=nv_sr_1,120,"$300,000,000 ",USA,1,5,Sci-Fi,21,https://piaofang.maoyan.com/movie/1220785,,,
70,23,Wukong,,"$103,489,838 ",13-Jul,28,https://www.boxofficemojo.com//movies/intl/?id=_fWUKONG01&country=CH&wk=2017W28&id=_fWUKONG01&p=.htm,6,https://movie.douban.com/subject/26035290/,26035290,5,2017,tt6513406,https://www.imdb.com/title/tt6513406/?ref_=nv_sr_1,130,,China,0,4,Action,1,https://piaofang.maoyan.com/movie/341375,15万+,1455,2069.0万
71,23,Wukong,,"$103,489,838 ",13-Jul,28,https://www.boxofficemojo.com//movies/intl/?id=_fWUKONG01&country=CH&wk=2017W28&id=_fWUKONG01&p=.htm,6,https://movie.douban.com/subject/26035290/,26035290,5,2017,tt6513406,https://www.imdb.com/title/tt6513406/?ref_=nv_sr_1,130,,China,0,4,Fantasy,14,https://piaofang.maoyan.com/movie/341375,15万+,1455,2069.0万
72,24,Guardians of the Galaxy Vol. 2,,"$100,663,260 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=marvel17a.htm,5,https://movie.douban.com/subject/25937854/,25937854,8,2017,tt3896198,https://www.imdb.com/title/tt3896198/?ref_=nv_sr_1,136,"$200,000,000 ",USA,1,3,Action,1,https://piaofang.maoyan.com/movie/248683,,,
73,24,Guardians of the Galaxy Vol. 2,,"$100,663,260 ",5-May,18,https://www.boxofficemojo.com//movies/?page=intl&id=marvel17a.htm,5,https://movie.douban.com/subject/25937854/,25937854,8,2017,tt3896198,https://www.imdb.com/title/tt3896198/?ref_=nv_sr_1,136,"$200,000,000 ",USA,1,3,Adventure,2,https://piaofang.maoyan.com/movie/248683,,,
