,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,GoldRelease,IssueDataOfGoldenWeek,Genre,Number,Maoyan_link,TotalWechatClicks,TotalWeiboClicks,Resource
146,48,Guilty of Mind,,"$45,698,503 ",11-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fGUILTYOFMIND01&country=CH&wk=2017W32&id=_fGUILTYOFMIND01&p=.htm,10,https://movie.douban.com/subject/26698000/,26698000,4.9,2017,tt7232860,https://www.imdb.com/title/tt7232860/?ref_=nv_sr_1,110,"$18,000,000 ",China,0,4,Thriller,24,https://piaofang.maoyan.com/movie/342381,,,8232.8万
147,49,Alien: Covenant,Fox,"$45,400,330 ",16-Jun,24,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=alienparadiselost.htm,6,https://movie.douban.com/subject/11803087/,11803087,7.3,2017,tt2316204,https://www.imdb.com/title/tt2316204/?ref_=nv_sr_1,122,"$97,000,000 ",USA,1,3,Horror,16,,,,
148,49,Alien: Covenant,Fox,"$45,400,330 ",16-Jun,24,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=alienparadiselost.htm,6,https://movie.douban.com/subject/11803087/,11803087,7.3,2017,tt2316204,https://www.imdb.com/title/tt2316204/?ref_=nv_sr_1,122,"$97,000,000 ",USA,1,3,Sci-Fi,21,,,,
149,49,Alien: Covenant,Fox,"$45,400,330 ",16-Jun,24,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=alienparadiselost.htm,6,https://movie.douban.com/subject/11803087/,11803087,7.3,2017,tt2316204,https://www.imdb.com/title/tt2316204/?ref_=nv_sr_1,122,"$97,000,000 ",USA,1,3,Thriller,24,,,,
150,50,Passengers (2016),Sony,"$45,279,870 ",13-Jan,2,https://www.boxofficemojo.com//movies/?page=intl&id=passengers2016.htm,9,https://movie.douban.com/subject/3434070/,3434070,6.9,2016,tt1355644,https://www.imdb.com/title/tt1355644/?ref_=fn_al_tt_1,116,"$110,000,000 ",USA,0,1,Drama,12,,,,
151,51,Battle of Memories,,"$43,052,147 ",28-Apr,17,https://www.boxofficemojo.com//movies/?page=intl&id=battleofmemories.htm,11,https://movie.douban.com/subject/25884801/,25884801,7.1,2017,tt5636668,https://www.imdb.com/title/tt5636668/?ref_=nv_sr_1,119,"$22,000,000 ",China,0,2,Fantasy,14,https://piaofang.maoyan.com/movie/345672,143万+,367,2.01亿
152,51,Battle of Memories,,"$43,052,147 ",28-Apr,17,https://www.boxofficemojo.com//movies/?page=intl&id=battleofmemories.htm,11,https://movie.douban.com/subject/25884801/,25884801,7.1,2017,tt5636668,https://www.imdb.com/title/tt5636668/?ref_=nv_sr_1,119,"$22,000,000 ",China,0,2,Mystery,19,https://piaofang.maoyan.com/movie/345672,143万+,367,2.01亿
153,51,Battle of Memories,,"$43,052,147 ",28-Apr,17,https://www.boxofficemojo.com//movies/?page=intl&id=battleofmemories.htm,11,https://movie.douban.com/subject/25884801/,25884801,7.1,2017,tt5636668,https://www.imdb.com/title/tt5636668/?ref_=nv_sr_1,119,"$22,000,000 ",China,0,2,Sci-Fi,21,https://piaofang.maoyan.com/movie/345672,143万+,367,2.01亿
154,51,Battle of Memories,,"$43,052,147 ",28-Apr,17,https://www.boxofficemojo.com//movies/?page=intl&id=battleofmemories.htm,11,https://movie.douban.com/subject/25884801/,25884801,7.1,2017,tt5636668,https://www.imdb.com/title/tt5636668/?ref_=nv_sr_1,119,"$22,000,000 ",China,0,2,Thriller,24,https://piaofang.maoyan.com/movie/345672,143万+,367,2.01亿
155,52,Bad Genius,,"$41,051,728 ",13-Oct,41,https://www.boxofficemojo.com//movies/intl/?id=_fBADGENIUS01&country=CH&wk=2017W41&id=_fBADGENIUS01&p=.htm,7,https://movie.douban.com/subject/27024903/,27024903,8.2,2017,tt6788942,https://www.imdb.com/title/tt6788942/?ref_=nv_sr_1,130,"THB 60,000,000",Thailand,1,5,Comedy,6,https://piaofang.maoyan.com/movie/1186115,,,
156,53,Brotherhood of Blades II: The Infernal Battlefield,,"$39,878,718 ",19-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=brotherhoodofblades2.htm,5,https://movie.douban.com/subject/26270502/,26270502,7.2,2017,tt7055592,https://www.imdb.com/title/tt7055592/?ref_=nv_sr_1,120,,China,0,4,Action,1,,,,
157,54,The Adventurers,,"$36,486,465 ",11-Aug,32,https://www.boxofficemojo.com//movies/?page=intl&id=theadventurers.htm,5,https://movie.douban.com/subject/25858758/,25858758,5.2,2017,tt5866930,https://www.imdb.com/title/tt5866930/?ref_=nv_sr_1,140,,China,0,4,Action,1,,,,
158,54,The Adventurers,,"$36,486,465 ",11-Aug,32,https://www.boxofficemojo.com//movies/?page=intl&id=theadventurers.htm,5,https://movie.douban.com/subject/25858758/,25858758,5.2,2017,tt5866930,https://www.imdb.com/title/tt5866930/?ref_=nv_sr_1,140,,China,0,4,Adventure,2,,,,
159,54,The Adventurers,,"$36,486,465 ",11-Aug,32,https://www.boxofficemojo.com//movies/?page=intl&id=theadventurers.htm,5,https://movie.douban.com/subject/25858758/,25858758,5.2,2017,tt5866930,https://www.imdb.com/title/tt5866930/?ref_=nv_sr_1,140,,China,0,4,Crime,8,,,,
160,54,The Adventurers,,"$36,486,465 ",11-Aug,32,https://www.boxofficemojo.com//movies/?page=intl&id=theadventurers.htm,5,https://movie.douban.com/subject/25858758/,25858758,5.2,2017,tt5866930,https://www.imdb.com/title/tt5866930/?ref_=nv_sr_1,140,,China,0,4,Drama,12,,,,
161,55,La La Land,Joy,"$35,916,658 ",14-Feb,7,https://www.boxofficemojo.com//movies/?page=intl&id=lalaland.htm,8,https://movie.douban.com/subject/25934014/,25934014,8.3,2016,tt3783958,https://www.imdb.com/title/tt3783958/?ref_=nv_sr_1,128,"$30,000,000 ",USA,0,1,Comedy,6,https://piaofang.maoyan.com/movie/873480,,,
162,55,La La Land,Joy,"$35,916,658 ",14-Feb,7,https://www.boxofficemojo.com//movies/?page=intl&id=lalaland.htm,8,https://movie.douban.com/subject/25934014/,25934014,8.3,2016,tt3783958,https://www.imdb.com/title/tt3783958/?ref_=nv_sr_1,128,"$30,000,000 ",USA,0,1,Drama,12,https://piaofang.maoyan.com/movie/873480,,,
163,55,La La Land,Joy,"$35,916,658 ",14-Feb,7,https://www.boxofficemojo.com//movies/?page=intl&id=lalaland.htm,8,https://movie.douban.com/subject/25934014/,25934014,8.3,2016,tt3783958,https://www.imdb.com/title/tt3783958/?ref_=nv_sr_1,128,"$30,000,000 ",USA,0,1,Music,18,https://piaofang.maoyan.com/movie/873480,,,
164,55,La La Land,Joy,"$35,916,658 ",14-Feb,7,https://www.boxofficemojo.com//movies/?page=intl&id=lalaland.htm,8,https://movie.douban.com/subject/25934014/,25934014,8.3,2016,tt3783958,https://www.imdb.com/title/tt3783958/?ref_=nv_sr_1,128,"$30,000,000 ",USA,0,1,Music,18,https://piaofang.maoyan.com/movie/873480,,,
165,55,La La Land,Joy,"$35,916,658 ",14-Feb,7,https://www.boxofficemojo.com//movies/?page=intl&id=lalaland.htm,8,https://movie.douban.com/subject/25934014/,25934014,8.3,2016,tt3783958,https://www.imdb.com/title/tt3783958/?ref_=nv_sr_1,128,"$30,000,000 ",USA,0,1,Romance,20,https://piaofang.maoyan.com/movie/873480,,,
166,56,Namiya,,"$35,245,184 ",29-Dec,52,https://www.boxofficemojo.com//movies/?page=intl&id=namiya.htm,5,https://movie.douban.com/subject/26654146/,26654146,5,2017,tt7645502,https://www.imdb.com/title/tt7645502/?ref_=nv_sr_1,116,,China,0,1,Drama,12,https://piaofang.maoyan.com/movie/343945,208万+,14767,5.23亿
167,57,The Liquidator,,"$34,989,022 ",22-Dec,51,https://www.boxofficemojo.com//movies/intl/?id=_fTHELIQUIDATOR01&country=CH&wk=2017W51&id=_fTHELIQUIDATOR01&p=.htm,2,https://movie.douban.com/subject/26774722/,26774722,5.9,2017,tt0059390,https://www.imdb.com/title/tt0059390/?ref_=nv_sr_1,105,,UK,0,1,Action,1,https://piaofang.maoyan.com/movie/1057421,,,
168,58,Murder on the Orient Express (2017),Fox,"$34,685,958 ",10-Nov,45,https://www.boxofficemojo.com//movies/?page=intl&id=murderorientexpress17.htm,43,https://movie.douban.com/subject/25790761/,25790761,6.9,2017,tt3402236,https://www.imdb.com/title/tt3402236/?ref_=fn_al_tt_1,114,"$55,000,000 ",USA,1,5,Crime,8,https://piaofang.maoyan.com/movie/736216,,,
169,59,Paddington 2,,"$32,555,520 ",8-Dec,49,https://www.boxofficemojo.com//movies/?page=intl&id=paddington2.htm,8,https://movie.douban.com/subject/26340419/,26340419,8.1,2017,tt4468740,https://www.imdb.com/title/tt4468740/?ref_=nv_sr_1,103,"$40,000,000 ",UK,0,1,Adventure,2,https://piaofang.maoyan.com/movie/343905,,,4867.9万
170,59,Paddington 2,,"$32,555,520 ",8-Dec,49,https://www.boxofficemojo.com//movies/?page=intl&id=paddington2.htm,8,https://movie.douban.com/subject/26340419/,26340419,8.1,2017,tt4468740,https://www.imdb.com/title/tt4468740/?ref_=nv_sr_1,103,"$40,000,000 ",UK,0,1,Comedy,6,https://piaofang.maoyan.com/movie/343905,,,4867.9万
171,59,Paddington 2,,"$32,555,520 ",8-Dec,49,https://www.boxofficemojo.com//movies/?page=intl&id=paddington2.htm,8,https://movie.douban.com/subject/26340419/,26340419,8.1,2017,tt4468740,https://www.imdb.com/title/tt4468740/?ref_=nv_sr_1,103,"$40,000,000 ",UK,0,1,Family,13,https://piaofang.maoyan.com/movie/343905,,,4867.9万
172,59,Paddington 2,,"$32,555,520 ",8-Dec,49,https://www.boxofficemojo.com//movies/?page=intl&id=paddington2.htm,8,https://movie.douban.com/subject/26340419/,26340419,8.1,2017,tt4468740,https://www.imdb.com/title/tt4468740/?ref_=nv_sr_1,103,"$40,000,000 ",UK,0,1,Fantasy,14,https://piaofang.maoyan.com/movie/343905,,,4867.9万
173,60,The House That Never Dies 2,,"$32,402,205 ",6-Jul,27,https://www.boxofficemojo.com//movies/intl/?id=_fTHEHOUSETHATNEVE02&country=CH&wk=2017W27&id=_fTHEHOUSETHATNEVE02&p=.htm,6,https://movie.douban.com/subject/20513061/,20513061,4.8,2014,tt3816526,https://www.imdb.com/title/tt3816526/?ref_=fn_al_tt_1,90,"CNY 32,000,000",China,0,4,Drama,6,,,,
174,61,Sing,UPI,"$31,379,920 ",17-Feb,7,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=illumination2016.htm,9,https://movie.douban.com/subject/26354572/,26354572,8.1,2016,tt3470600,https://www.imdb.com/title/tt3470600/?ref_=nv_sr_1,108,"$75,000,000 ",Japan,0,1,Animation,3,,,,
175,61,Sing,UPI,"$31,379,920 ",17-Feb,7,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=illumination2016.htm,9,https://movie.douban.com/subject/26354572/,26354572,8.1,2016,tt3470600,https://www.imdb.com/title/tt3470600/?ref_=nv_sr_1,108,"$75,000,000 ",Japan,0,1,Comedy,6,,,,
176,61,Sing,UPI,"$31,379,920 ",17-Feb,7,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=illumination2016.htm,9,https://movie.douban.com/subject/26354572/,26354572,8.1,2016,tt3470600,https://www.imdb.com/title/tt3470600/?ref_=nv_sr_1,108,"$75,000,000 ",Japan,0,1,Family,13,,,,
177,61,Sing,UPI,"$31,379,920 ",17-Feb,7,https://www.boxofficemojo.com/movies/?page=intl&country=CH&id=illumination2016.htm,9,https://movie.douban.com/subject/26354572/,26354572,8.1,2016,tt3470600,https://www.imdb.com/title/tt3470600/?ref_=nv_sr_1,108,"$75,000,000 ",Japan,0,1,Musical,18,,,,
178,62,This Is Not What I Expected,,"$30,658,945 ",27-Apr,17,,,https://movie.douban.com/subject/26816383/,26816383,6.8,2017,tt6772874,https://www.imdb.com/title/tt6772874/?ref_=nv_sr_1,106,,China,0,2,Comedy,6,https://piaofang.maoyan.com/movie/672175,,,1.12亿
179,62,This Is Not What I Expected,,"$30,658,945 ",27-Apr,17,,,https://movie.douban.com/subject/26816383/,26816383,6.8,2017,tt6772874,https://www.imdb.com/title/tt6772874/?ref_=nv_sr_1,106,,China,0,2,Drama,12,https://piaofang.maoyan.com/movie/672175,,,1.12亿
180,62,This Is Not What I Expected,,"$30,658,945 ",27-Apr,17,,,https://movie.douban.com/subject/26816383/,26816383,6.8,2017,tt6772874,https://www.imdb.com/title/tt6772874/?ref_=nv_sr_1,106,,China,0,2,Romance,20,https://piaofang.maoyan.com/movie/672175,,,1.12亿
181,63,Reset (Ni Shi Ying Jiu),,"$29,836,275 ",30-Jun,26,,,https://movie.douban.com/subject/5152031/,5152031,0,1952,tt5342650,https://www.imdb.com/title/tt5342650/?ref_=fn_al_tt_1,105,,China,1,3,Action,1,https://piaofang.maoyan.com/movie/360311,,,
182,63,Reset (Ni Shi Ying Jiu),,"$29,836,275 ",30-Jun,26,,,https://movie.douban.com/subject/5152031/,5152031,0,1952,tt5342650,https://www.imdb.com/title/tt5342650/?ref_=fn_al_tt_1,105,,China,1,3,Sci-Fi,21,https://piaofang.maoyan.com/movie/360311,,,
183,64,Ghost in the Shell (2017),PPI,"$29,327,947 ",7-Apr,14,https://www.boxofficemojo.com//movies/?page=intl&id=ghostintheshell2017.htm,4,https://movie.douban.com/subject/1291936/,1291936,8.9,1995,tt1219827,https://www.imdb.com/title/tt1219827/?ref_=fn_al_tt_1,107,"$110,000,000 ",USA,0,2,Action,1,,,,
184,65,A Chinese Odyssey Part Two: Cinderella,,"$25,960,664 ",13-Apr,15,https://www.boxofficemojo.com//movies/intl/?id=_fACHINESEODYSSEYP02&country=CH&wk=2017W15&id=_fACHINESEODYSSEYP02&p=.htm,5,https://movie.douban.com/subject/1292213/,1292213,9.2,1995,tt0114996,https://www.imdb.com/title/tt0114996/?ref_=nv_sr_1,195,,Hong,0,2,Action,1,,,,
185,65,A Chinese Odyssey Part Two: Cinderella,,"$25,960,664 ",13-Apr,15,https://www.boxofficemojo.com//movies/intl/?id=_fACHINESEODYSSEYP02&country=CH&wk=2017W15&id=_fACHINESEODYSSEYP02&p=.htm,5,https://movie.douban.com/subject/1292213/,1292213,9.2,1995,tt0114996,https://www.imdb.com/title/tt0114996/?ref_=nv_sr_1,195,,Hong,0,2,Adventure,2,,,,
186,65,A Chinese Odyssey Part Two: Cinderella,,"$25,960,664 ",13-Apr,15,https://www.boxofficemojo.com//movies/intl/?id=_fACHINESEODYSSEYP02&country=CH&wk=2017W15&id=_fACHINESEODYSSEYP02&p=.htm,5,https://movie.douban.com/subject/1292213/,1292213,9.2,1995,tt0114996,https://www.imdb.com/title/tt0114996/?ref_=nv_sr_1,195,,Hong,0,2,Comedy,6,,,,
187,65,A Chinese Odyssey Part Two: Cinderella,,"$25,960,664 ",13-Apr,15,https://www.boxofficemojo.com//movies/intl/?id=_fACHINESEODYSSEYP02&country=CH&wk=2017W15&id=_fACHINESEODYSSEYP02&p=.htm,5,https://movie.douban.com/subject/1292213/,1292213,9.2,1995,tt0114996,https://www.imdb.com/title/tt0114996/?ref_=nv_sr_1,195,,Hong,0,2,Fantasy,14,,,,
188,65,A Chinese Odyssey Part Two: Cinderella,,"$25,960,664 ",13-Apr,15,https://www.boxofficemojo.com//movies/intl/?id=_fACHINESEODYSSEYP02&country=CH&wk=2017W15&id=_fACHINESEODYSSEYP02&p=.htm,5,https://movie.douban.com/subject/1292213/,1292213,9.2,1995,tt0114996,https://www.imdb.com/title/tt0114996/?ref_=nv_sr_1,195,,Hong,0,2,Romance,20,,,,
189,66,Contratiempo (The Invisible Guest),,"$25,919,310 ",15-Sep,37,https://www.boxofficemojo.com//movies/intl/?id=_fCONTRATIEMPOTHE01&country=CH&wk=2017W37&id=_fCONTRATIEMPOTHE01&p=.htm,9,https://movie.douban.com/subject/26580232/,26580232,8.7,2016,tt4857264,https://www.imdb.com/title/tt4857264/?ref_=fn_al_tt_1,106,"√õ 4,000,000",Spain,0,4,Crime,8,,,,
190,67,Smurfs: The Lost Village,Sony,"$25,558,593 ",21-Apr,16,https://www.boxofficemojo.com//movies/?page=intl&id=smurfs3.htm,9,https://movie.douban.com/subject/19899718/,19899718,6.3,2017,tt2398241,https://www.imdb.com/title/tt2398241/?ref_=nv_sr_1,90,"$60,000,000 ",USA,0,2,Animation,3,,,,
191,67,Smurfs: The Lost Village,Sony,"$25,558,593 ",21-Apr,16,https://www.boxofficemojo.com//movies/?page=intl&id=smurfs3.htm,9,https://movie.douban.com/subject/19899718/,19899718,6.3,2017,tt2398241,https://www.imdb.com/title/tt2398241/?ref_=nv_sr_1,90,"$60,000,000 ",USA,0,2,Adventure,2,,,,
