,Rank,MovieName,Distributor,Gross,Release,Week,BOM_link,ReleaseInfo,db_link,db_id,rating,year,imdb_id,imdb_link,Runtime,Budget,Country,GoldRelease,IssueDataOfGoldenWeek,Genre,Number
76,33,Ice Age: Collision Course,Fox,"$66,059,140 ",23-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=iceage5.htm,9,https://movie.douban.com/subject/25797778/,25797778,6.7,2016,tt3416828,https://www.imdb.com/title/tt3416828/?ref_=nv_sr_1,94,"$105,000,000 ",USA,0,4,Family,13
77,33,Ice Age: Collision Course,Fox,"$66,059,140 ",23-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=iceage5.htm,9,https://movie.douban.com/subject/25797778/,25797778,6.7,2016,tt3416828,https://www.imdb.com/title/tt3416828/?ref_=nv_sr_1,94,"$105,000,000 ",USA,0,4,Fantasy,14
78,33,Ice Age: Collision Course,Fox,"$66,059,140 ",23-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=iceage5.htm,9,https://movie.douban.com/subject/25797778/,25797778,6.7,2016,tt3416828,https://www.imdb.com/title/tt3416828/?ref_=nv_sr_1,94,"$105,000,000 ",USA,0,4,Romance,20
79,33,Ice Age: Collision Course,Fox,"$66,059,140 ",23-Aug,34,https://www.boxofficemojo.com//movies/?page=intl&id=iceage5.htm,9,https://movie.douban.com/subject/25797778/,25797778,6.7,2016,tt3416828,https://www.imdb.com/title/tt3416828/?ref_=nv_sr_1,94,"$105,000,000 ",USA,0,4,Sci-Fi,21
80,34,Star Trek Beyond,PPI,"$65,170,090 ",2-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=startrek2016.htm,8,https://movie.douban.com/subject/22939161/,22939161,7.4,2016,tt2660888,https://www.imdb.com/title/tt2660888/?ref_=nv_sr_1,122,"$185,000,000 ",USA,0,4,Action,1
81,34,Star Trek Beyond,PPI,"$65,170,090 ",2-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=startrek2016.htm,8,https://movie.douban.com/subject/22939161/,22939161,7.4,2016,tt2660888,https://www.imdb.com/title/tt2660888/?ref_=nv_sr_1,122,"$185,000,000 ",USA,0,4,Adventure,2
82,34,Star Trek Beyond,PPI,"$65,170,090 ",2-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=startrek2016.htm,8,https://movie.douban.com/subject/22939161/,22939161,7.4,2016,tt2660888,https://www.imdb.com/title/tt2660888/?ref_=nv_sr_1,122,"$185,000,000 ",USA,0,4,Sci-Fi,21
83,34,Star Trek Beyond,PPI,"$65,170,090 ",2-Sep,35,https://www.boxofficemojo.com//movies/?page=intl&id=startrek2016.htm,8,https://movie.douban.com/subject/22939161/,22939161,7.4,2016,tt2660888,https://www.imdb.com/title/tt2660888/?ref_=nv_sr_1,122,"$185,000,000 ",USA,0,4,Thriller,24
84,35,Hacksaw Ridge,,"$62,124,942 ",8-Dec,49,https://www.boxofficemojo.com//movies/?page=intl&id=hacksawridge.htm,9,https://movie.douban.com/subject/26325320/,26325320,8.7,2016,tt2119532,https://www.imdb.com/title/tt2119532/?ref_=nv_sr_1,139,"$40,000,000 ",,0,1,Biography,
85,36,Teenage Mutant Ninja Turtles: Out of the Shadows,PPI,"$58,933,101 ",2-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=tmnt2016.htm,5,https://movie.douban.com/subject/25955779/,25955779,6.4,2016,tt3949660,https://www.imdb.com/title/tt3949660/?ref_=nv_sr_1,112,,,0,4,Action,1
86,37,Alice Through the Looking Glass,Disney,"$58,780,778 ",27-May,21,https://www.boxofficemojo.com//movies/?page=intl&id=alice2.htm,5,https://movie.douban.com/subject/21441132/,21441132,6.7,2016,tt2567026,https://www.imdb.com/title/tt2567026/?ref_=nv_sr_1,113,"$170,000,000 ",USA,1,3,Adventure,2
87,37,Alice Through the Looking Glass,Disney,"$58,780,778 ",27-May,21,https://www.boxofficemojo.com//movies/?page=intl&id=alice2.htm,5,https://movie.douban.com/subject/21441132/,21441132,6.7,2016,tt2567026,https://www.imdb.com/title/tt2567026/?ref_=nv_sr_1,113,"$170,000,000 ",USA,1,3,Family,13
88,37,Alice Through the Looking Glass,Disney,"$58,780,778 ",27-May,21,https://www.boxofficemojo.com//movies/?page=intl&id=alice2.htm,5,https://movie.douban.com/subject/21441132/,21441132,6.7,2016,tt2567026,https://www.imdb.com/title/tt2567026/?ref_=nv_sr_1,113,"$170,000,000 ",USA,1,3,Fantasy,14
89,38,The Revenant,,"$58,684,119 ",18-Mar,11,https://www.boxofficemojo.com//movies/?page=intl&id=revenant.htm,5,https://movie.douban.com/subject/5327268/,5327268,7.9,2015,tt1663202,https://www.imdb.com/title/tt1663202/?ref_=nv_sr_1,156,"$135,000,000 ",USA,0,2,Action,1
90,38,The Revenant,,"$58,684,119 ",18-Mar,11,https://www.boxofficemojo.com//movies/?page=intl&id=revenant.htm,5,https://movie.douban.com/subject/5327268/,5327268,7.9,2015,tt1663202,https://www.imdb.com/title/tt1663202/?ref_=nv_sr_1,156,"$135,000,000 ",USA,0,2,Adventure,2
91,38,The Revenant,,"$58,684,119 ",18-Mar,11,https://www.boxofficemojo.com//movies/?page=intl&id=revenant.htm,5,https://movie.douban.com/subject/5327268/,5327268,7.9,2015,tt1663202,https://www.imdb.com/title/tt1663202/?ref_=nv_sr_1,156,"$135,000,000 ",USA,0,2,Biography,4
92,38,The Revenant,,"$58,684,119 ",18-Mar,11,https://www.boxofficemojo.com//movies/?page=intl&id=revenant.htm,5,https://movie.douban.com/subject/5327268/,5327268,7.9,2015,tt1663202,https://www.imdb.com/title/tt1663202/?ref_=nv_sr_1,156,"$135,000,000 ",USA,0,2,Drama,12
93,38,The Revenant,,"$58,684,119 ",18-Mar,11,https://www.boxofficemojo.com//movies/?page=intl&id=revenant.htm,5,https://movie.douban.com/subject/5327268/,5327268,7.9,2015,tt1663202,https://www.imdb.com/title/tt1663202/?ref_=nv_sr_1,156,"$135,000,000 ",USA,0,2,Western,
94,39,The Secret Life of Pets,UPI,"$58,307,653 ",2-Aug,31,https://www.boxofficemojo.com//movies/?page=intl&id=illumination2015.htm,9,https://movie.douban.com/subject/21817627/,21817627,7.6,2016,tt2709768,https://www.imdb.com/title/tt2709768/?ref_=nv_sr_1,147,"$75,000,000 ",USA,0,4,Animation,3
95,40,Chongqing Hot Pot,,"$57,098,935 ",1-Apr,13,https://www.boxofficemojo.com//movies/?page=intl&id=chongqinghotpot.htm,5,https://movie.douban.com/subject/25662327/,25662327,7.2,2016,,https://www.imdb.com/title/tt5596352/?ref_=fn_al_tt_1,94,,China,0,2,Thriller,
96,41,L.O.R.D: Legend of Ravaging Dynasties (Jue ji),,"$56,211,456 ",29-Sep,39,https://www.boxofficemojo.com//movies/?page=intl&id=lord2016.htm,5,https://movie.douban.com/subject/26354336/,26354336,3.8,2016,tt4819576,https://www.imdb.com/title/tt4819576/?ref_=fn_al_tt_1,118,,China,0,4,Animation,3
98,43,A Chinese Odyssey: Part Three,,"$53,160,819 ",14-Sep,37,https://www.boxofficemojo.com//movies/intl/?id=_fACHINESEODYSSEYP03&country=CH&wk=2016W38&id=_fACHINESEODYSSEYP03&p=.htm,5,https://movie.douban.com/subject/26284595/,26284595,3.6,2016,tt4862468,https://www.imdb.com/title/tt4862468/?ref_=nv_sr_1,93,"$60,000,000 ",China,0,4,Fantasy,14
99,44,London Has Fallen,,"$52,302,200 ",8-Apr,14,https://www.boxofficemojo.com//movies/?page=intl&id=londonhasfallen.htm,5,https://movie.douban.com/subject/25757186/,25757186,6.1,2016,tt3300542,https://www.imdb.com/title/tt3300542/?ref_=nv_sr_1,99,"$60,000,000 ",UK,0,2,Action,1
100,44,London Has Fallen,,"$52,302,200 ",8-Apr,14,https://www.boxofficemojo.com//movies/?page=intl&id=londonhasfallen.htm,5,https://movie.douban.com/subject/25757186/,25757186,6.1,2016,tt3300542,https://www.imdb.com/title/tt3300542/?ref_=nv_sr_1,99,"$60,000,000 ",UK,0,2,Thriller,24
101,45,My Beloved Bodyguard,,"$49,371,457 ",1-Apr,13,https://www.boxofficemojo.com//movies/intl/?id=_fTHEBODYGUARD201&country=CH&wk=2016W14&id=_fTHEBODYGUARD201&p=.htm,5,https://movie.douban.com/subject/25945280/,25945280,5.4,2016,tt4076934,https://www.imdb.com/title/tt4076934/?ref_=nv_sr_1,99,,China,0,2,Action,1
102,45,My Beloved Bodyguard,,"$49,371,457 ",1-Apr,13,https://www.boxofficemojo.com//movies/intl/?id=_fTHEBODYGUARD201&country=CH&wk=2016W14&id=_fTHEBODYGUARD201&p=.htm,5,https://movie.douban.com/subject/25945280/,25945280,5.4,2016,tt4076934,https://www.imdb.com/title/tt4076934/?ref_=nv_sr_1,99,,China,0,2,Crime,8
103,45,My Beloved Bodyguard,,"$49,371,457 ",1-Apr,13,https://www.boxofficemojo.com//movies/intl/?id=_fTHEBODYGUARD201&country=CH&wk=2016W14&id=_fTHEBODYGUARD201&p=.htm,5,https://movie.douban.com/subject/25945280/,25945280,5.4,2016,tt4076934,https://www.imdb.com/title/tt4076934/?ref_=nv_sr_1,99,,China,0,2,Drama,12
104,46,Mechanic: Resurrection,,"$49,243,215 ",21-Oct,42,https://www.boxofficemojo.com//movies/?page=intl&id=mechanic2.htm,5,https://movie.douban.com/subject/25825412/,25825412,5.6,2016,tt3522806,https://www.imdb.com/title/tt3522806/?ref_=nv_sr_1,,,,1,5,,
105,47,Never Gone,HuaXia,"$48,834,264 ",8-Jul,27,https://www.boxofficemojo.com//movies/?page=intl&id=soyoung2nevergone.htm,43,https://movie.douban.com/subject/26290642/,26290642,4.1,2016,tt8520442,https://www.imdb.com/title/tt8520442/?ref_=nv_sr_1,,,,0,4,,
106,48,The Legend of Tarzan,China Film,"$46,152,613 ",19-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=tarzan2016.htm,4,https://movie.douban.com/subject/2131669/,2131669,6,2016,tt0918940,https://www.imdb.com/title/tt0918940/?ref_=nv_sr_1,110,"$180,000,000 ",UK,0,4,Action,1
107,48,The Legend of Tarzan,China Film,"$46,152,613 ",19-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=tarzan2016.htm,4,https://movie.douban.com/subject/2131669/,2131669,6,2016,tt0918940,https://www.imdb.com/title/tt0918940/?ref_=nv_sr_1,110,"$180,000,000 ",UK,0,4,Adventure,2
108,48,The Legend of Tarzan,China Film,"$46,152,613 ",19-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=tarzan2016.htm,4,https://movie.douban.com/subject/2131669/,2131669,6,2016,tt0918940,https://www.imdb.com/title/tt0918940/?ref_=nv_sr_1,110,"$180,000,000 ",UK,0,4,Drama,12
109,48,The Legend of Tarzan,China Film,"$46,152,613 ",19-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=tarzan2016.htm,4,https://movie.douban.com/subject/2131669/,2131669,6,2016,tt0918940,https://www.imdb.com/title/tt0918940/?ref_=nv_sr_1,110,"$180,000,000 ",UK,0,4,Fantasy,14
110,48,The Legend of Tarzan,China Film,"$46,152,613 ",19-Jul,29,https://www.boxofficemojo.com//movies/?page=intl&id=tarzan2016.htm,4,https://movie.douban.com/subject/2131669/,2131669,6,2016,tt0918940,https://www.imdb.com/title/tt0918940/?ref_=nv_sr_1,110,"$180,000,000 ",UK,0,4,Romance,20
111,49,Boonie Bears III,,"$44,544,110 ",16-Jan,3,https://www.boxofficemojo.com//movies/intl/?id=_fBOONIEBEARSIII01&country=CH&wk=2016W3&id=_fBOONIEBEARSIII01&p=.htm,8,https://movie.douban.com/subject/26330955/,26330955,6.3,2016,,,,,,0,1,,
112,50,League of Gods,HuaXia,"$42,682,491 ",29-Jul,30,https://www.boxofficemojo.com//movies/?page=intl&id=leagueofgods.htm,3,https://movie.douban.com/subject/25850122/,25850122,2.9,2016,tt5481184,https://www.imdb.com/title/tt5481184/?ref_=nv_sr_1,,,,0,4,,
113,51,Love O2O,HuaXia,"$39,969,537 ",12-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fLOVEO2O01&country=CH&wk=2016W33&id=_fLOVEO2O01&p=.htm,4,https://movie.douban.com/subject/26427831/,26427831,6.5,2016,tt6055498,https://www.imdb.com/title/tt6055498/?ref_=nv_sr_1,45,,China,0,4,Drama,12
114,51,Love O2O,HuaXia,"$39,969,537 ",12-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fLOVEO2O01&country=CH&wk=2016W33&id=_fLOVEO2O01&p=.htm,4,https://movie.douban.com/subject/26427831/,26427831,6.5,2016,tt6055498,https://www.imdb.com/title/tt6055498/?ref_=nv_sr_1,45,,China,0,4,Romance,20
115,52,"Crouching Tiger, Hidden Dragon: Sword of Destiny",,"$38,262,712 ",19-Feb,8,https://www.boxofficemojo.com//movies/?page=intl&id=crouchingtiger2.htm,3,https://movie.douban.com/subject/21327512/,21327512,4.7,2016,tt2652118,https://www.imdb.com/title/tt2652118/?ref_=nv_sr_1,,,,0,1,,
116,53,Finding Dory,Disney,"$38,052,302 ",17-Jun,24,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2015.htm,4,https://movie.douban.com/subject/11524967/,11524967,7.4,2016,tt2277860,https://www.imdb.com/title/tt2277860/?ref_=nv_sr_1,97,"$200,000,000 ",USA,1,3,Animation,3
117,53,Finding Dory,Disney,"$38,052,302 ",17-Jun,24,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2015.htm,4,https://movie.douban.com/subject/11524967/,11524967,7.4,2016,tt2277860,https://www.imdb.com/title/tt2277860/?ref_=nv_sr_1,97,"$200,000,000 ",USA,1,3,Adventure,2
118,53,Finding Dory,Disney,"$38,052,302 ",17-Jun,24,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2015.htm,4,https://movie.douban.com/subject/11524967/,11524967,7.4,2016,tt2277860,https://www.imdb.com/title/tt2277860/?ref_=nv_sr_1,97,"$200,000,000 ",USA,1,3,Comedy,6
119,53,Finding Dory,Disney,"$38,052,302 ",17-Jun,24,https://www.boxofficemojo.com//movies/?page=intl&id=pixar2015.htm,4,https://movie.douban.com/subject/11524967/,11524967,7.4,2016,tt2277860,https://www.imdb.com/title/tt2277860/?ref_=nv_sr_1,97,"$200,000,000 ",USA,1,3,Family,13
120,54,Mission Milano (Wang pai dou wang pai),,"$37,741,786 ",1-Oct,40,https://www.boxofficemojo.com//movies/intl/?id=_fMISSIONMILANOWA01&country=CH&wk=2016W40&id=_fMISSIONMILANOWA01&p=.htm,5,https://movie.douban.com/subject/5169529/,5169529,0,1982,,,,,,1,5,,
121,55,Gods of Egypt,,"$35,598,525 ",11-Mar,10,https://www.boxofficemojo.com//movies/?page=intl&id=godsofegypt.htm,5,https://movie.douban.com/subject/26662345/,26662345,6.4,2016,tt2404233,https://www.imdb.com/title/tt2404233/?ref_=nv_sr_1,,,,0,2,,
122,56,Moana,Disney,"$32,797,208 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=disney1116.htm,9,https://movie.douban.com/subject/25793398/,25793398,7.5,2016,tt3521164,https://www.imdb.com/title/tt3521164/?ref_=nv_sr_1,107,"$150,000,000 ",USA,1,5,Animation,3
123,56,Moana,Disney,"$32,797,208 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=disney1116.htm,9,https://movie.douban.com/subject/25793398/,25793398,7.5,2016,tt3521164,https://www.imdb.com/title/tt3521164/?ref_=nv_sr_1,107,"$150,000,000 ",USA,1,5,Adventure,2
124,56,Moana,Disney,"$32,797,208 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=disney1116.htm,9,https://movie.douban.com/subject/25793398/,25793398,7.5,2016,tt3521164,https://www.imdb.com/title/tt3521164/?ref_=nv_sr_1,107,"$150,000,000 ",USA,1,5,Comedy,6
125,56,Moana,Disney,"$32,797,208 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=disney1116.htm,9,https://movie.douban.com/subject/25793398/,25793398,7.5,2016,tt3521164,https://www.imdb.com/title/tt3521164/?ref_=nv_sr_1,107,"$150,000,000 ",USA,1,5,Family,13
126,56,Moana,Disney,"$32,797,208 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=disney1116.htm,9,https://movie.douban.com/subject/25793398/,25793398,7.5,2016,tt3521164,https://www.imdb.com/title/tt3521164/?ref_=nv_sr_1,107,"$150,000,000 ",USA,1,5,Fantasy,14
127,56,Moana,Disney,"$32,797,208 ",25-Nov,47,https://www.boxofficemojo.com//movies/?page=intl&id=disney1116.htm,9,https://movie.douban.com/subject/25793398/,25793398,7.5,2016,tt3521164,https://www.imdb.com/title/tt3521164/?ref_=nv_sr_1,107,"$150,000,000 ",USA,1,5,Musical,
128,57,Bounty Hunters,,"$31,911,723 ",1-Jul,26,https://www.boxofficemojo.com//movies/intl/?id=_fBOUNTYHUNTERS01&country=CH&wk=2016W26&id=_fBOUNTYHUNTERS01&p=.htm,5,https://movie.douban.com/subject/21941770/,21941770,5,2016,tt1596565,https://www.imdb.com/title/tt1596565/?ref_=nv_sr_1,,,Canada,0,4,Action,1
130,59,When Larry Met Mary,,"$27,859,882 ",15-Jul,28,https://www.boxofficemojo.com//movies/intl/?id=_fWHENLARRYMETMARY01&country=CH&wk=2016W28&id=_fWHENLARRYMETMARY01&p=.htm,5,https://movie.douban.com/subject/25849006/,25849006,5.4,2016,,,,,,0,4,Comedy,6
132,61,The Last Witch Hunter,,"$27,404,245 ",15-Jan,3,https://www.boxofficemojo.com//movies/?page=intl&id=lastwitchhunter.htm,5,https://movie.douban.com/subject/10440076/,10440076,5.8,2015,tt1618442,https://www.imdb.com/title/tt1618442/?ref_=nv_sr_1,106,"$32,000,000 ",USA,0,1,Action,1
133,61,The Last Witch Hunter,,"$27,404,245 ",15-Jan,3,https://www.boxofficemojo.com//movies/?page=intl&id=lastwitchhunter.htm,5,https://movie.douban.com/subject/10440076/,10440076,5.8,2015,tt1618442,https://www.imdb.com/title/tt1618442/?ref_=nv_sr_1,106,"$32,000,000 ",USA,0,1,Adventure,2
134,61,The Last Witch Hunter,,"$27,404,245 ",15-Jan,3,https://www.boxofficemojo.com//movies/?page=intl&id=lastwitchhunter.htm,5,https://movie.douban.com/subject/10440076/,10440076,5.8,2015,tt1618442,https://www.imdb.com/title/tt1618442/?ref_=nv_sr_1,106,"$32,000,000 ",USA,0,1,Fantasy,14
135,62,Call of Heroes,,"$25,033,616 ",12-Aug,32,https://www.boxofficemojo.com//movies/intl/?id=_fCALLOFHEROES01&country=CH&wk=2016W33&id=_fCALLOFHEROES01&p=.htm,4,https://movie.douban.com/subject/26125779/,26125779,5.7,2016,tt5842624,https://www.imdb.com/title/tt5842624/?ref_=nv_sr_1,120,"$32,000,000 ",Hong,0,4,Action,1
136,63,SoulMate,,"$24,684,439 ",14-Sep,37,https://www.boxofficemojo.com//movies/intl/?id=_fSOULMATE01&country=CH&wk=2016W38&id=_fSOULMATE01&p=.htm,6,https://movie.douban.com/subject/25827935/,25827935,7.6,2016,tt6054290,https://www.imdb.com/title/tt6054290/?ref_=nv_sr_1,110,"$8,000,000 ",China,0,4,Drama,12
137,64,Sherlock: The Abominable Bride,,"$24,392,699 ",4-Jan,1,,,https://movie.douban.com/subject/25920885/,25920885,6.9,2016,/tt5284492,https://www.imdb.com/title/tt5284492/?ref_=fn_al_tt_1,,,,0,1,Mystery,
138,65,Billy Lynn's Long Halftime Walk,Sony,"$23,761,008 ",11-Nov,45,https://www.boxofficemojo.com//movies/?page=intl&id=billylynn.htm,8,https://movie.douban.com/subject/25983044/,25983044,8.4,2016,tt2513074,https://www.imdb.com/title/tt2513074/?ref_=nv_sr_1,113,,,1,5,ACtion,1
141,68,The BFG,Disney,"$20,995,699 ",14-Oct,41,https://www.boxofficemojo.com//movies/?page=intl&id=bfg.htm,5,https://movie.douban.com/subject/25875021/,25875021,6.7,2016,tt3691740,https://www.imdb.com/title/tt3691740/?ref_=nv_sr_1,117,"$140,000,000 ",USA,1,5,Adventure,2
142,69,Cock and Bull,CL,"$20,399,982 ",14-Sep,37,https://www.boxofficemojo.com//movies/?page=intl&id=cockandbull.htm,4,https://movie.douban.com/subject/26284621/,26284621,7.7,2016,tt6067462,https://www.imdb.com/title/tt6067462/?ref_=nv_sr_1,110,,China,0,4,Crime,8
143,70,Who Sleeps My Bro,,"$20,069,212 ",1-Apr,13,https://www.boxofficemojo.com//movies/intl/?id=_fWHOSLEEPSMYBRO01&country=CH&wk=2016W14&id=_fWHOSLEEPSMYBRO01&p=.htm,5,https://movie.douban.com/subject/26354526/,26354526,5.1,2016,tt5599016,https://www.imdb.com/title/tt5599016/?ref_=nv_sr_1,96,,China,0,2,Drama,12
144,70,Who Sleeps My Bro,,"$20,069,212 ",1-Apr,13,https://www.boxofficemojo.com//movies/intl/?id=_fWHOSLEEPSMYBRO01&country=CH&wk=2016W14&id=_fWHOSLEEPSMYBRO01&p=.htm,5,https://movie.douban.com/subject/26354526/,26354526,5.1,2016,tt5599016,https://www.imdb.com/title/tt5599016/?ref_=nv_sr_1,96,,China,0,2,Romance,20
146,72,Royal Treasure,,"$19,800,195 ",15-Jan,3,https://www.boxofficemojo.com//movies/intl/?id=_fROYALTREASURE01&country=CH&wk=2016W3&id=_fROYALTREASURE01&p=.htm,4,https://movie.douban.com/subject/26607739/,26607739,4.4,2016,tt5465996,https://www.imdb.com/title/tt5465996/?ref_=nv_sr_1,101,,China,0,1,Drama,12
147,73,Inferno,Sony,"$19,371,553 ",28-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=inferno2015.htm,5,https://movie.douban.com/subject/24860318/,24860318,6.2,2016,tt3062096,https://www.imdb.com/title/tt3062096/?ref_=nv_sr_1,121,"$75,000,000 ",USA,1,5,Action,1
148,73,Inferno,Sony,"$19,371,553 ",28-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=inferno2015.htm,5,https://movie.douban.com/subject/24860318/,24860318,6.2,2016,tt3062096,https://www.imdb.com/title/tt3062096/?ref_=nv_sr_1,121,"$75,000,000 ",USA,1,5,Adventure,2
149,73,Inferno,Sony,"$19,371,553 ",28-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=inferno2015.htm,5,https://movie.douban.com/subject/24860318/,24860318,6.2,2016,tt3062096,https://www.imdb.com/title/tt3062096/?ref_=nv_sr_1,121,"$75,000,000 ",USA,1,5,Crime,8
150,73,Inferno,Sony,"$19,371,553 ",28-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=inferno2015.htm,5,https://movie.douban.com/subject/24860318/,24860318,6.2,2016,tt3062096,https://www.imdb.com/title/tt3062096/?ref_=nv_sr_1,121,"$75,000,000 ",USA,1,5,Drama,12
151,73,Inferno,Sony,"$19,371,553 ",28-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=inferno2015.htm,5,https://movie.douban.com/subject/24860318/,24860318,6.2,2016,tt3062096,https://www.imdb.com/title/tt3062096/?ref_=nv_sr_1,121,"$75,000,000 ",USA,1,5,Mystery,19
152,73,Inferno,Sony,"$19,371,553 ",28-Oct,43,https://www.boxofficemojo.com//movies/?page=intl&id=inferno2015.htm,5,https://movie.douban.com/subject/24860318/,24860318,6.2,2016,tt3062096,https://www.imdb.com/title/tt3062096/?ref_=nv_sr_1,121,"$75,000,000 ",USA,1,5,Thriller,24
153,74,The Divergent Series: Allegiant,Leeding,"$18,676,215 ",20-May,20,https://www.boxofficemojo.com//movies/?page=intl&id=allegiant.htm,5,https://movie.douban.com/subject/25794302/,25794302,5.8,2016,tt3410834,https://www.imdb.com/title/tt3410834/?ref_=fn_al_tt_1,,"$110,000,000 ",USA,1,3,Action,1
154,75,Suddenly Seventeen,,"$18,581,123 ",9-Dec,49,https://www.boxofficemojo.com//movies/intl/?id=_fSUDDENLYSEVENTEE01&country=CH&wk=2016W49&id=_fSUDDENLYSEVENTEE01&p=.htm,6,https://movie.douban.com/subject/26658568/,26658568,5.6,2016,tt5665040,https://www.imdb.com/title/tt5665040/?ref_=nv_sr_1,107,,China,0,1,Fantasy,14
155,75,Suddenly Seventeen,,"$18,581,123 ",9-Dec,49,https://www.boxofficemojo.com//movies/intl/?id=_fSUDDENLYSEVENTEE01&country=CH&wk=2016W49&id=_fSUDDENLYSEVENTEE01&p=.htm,6,https://movie.douban.com/subject/26658568/,26658568,5.6,2016,tt5665040,https://www.imdb.com/title/tt5665040/?ref_=nv_sr_1,107,,China,0,1,Romance,20
156,76,The Wasted Times,,"$17,875,409 ",16-Dec,50,https://www.boxofficemojo.com//movies/?page=intl&id=thewastedtimes.htm,9,https://movie.douban.com/subject/24751763/,24751763,7.7,2016,tt4623812,https://www.imdb.com/title/tt4623812/?ref_=nv_sr_1,125,,,0,1,Drama,12
157,77,Miss Peregrine's Home for Peculiar Children,,"$17,017,610 ",2-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=peregrine.htm,5,https://movie.douban.com/subject/7051830/,7051830,7.2,2016,tt1935859,https://www.imdb.com/title/tt1935859/?ref_=nv_sr_1,127,"$110,000,000 ",USA,0,1,Adventure,2
158,77,Miss Peregrine's Home for Peculiar Children,,"$17,017,610 ",2-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=peregrine.htm,5,https://movie.douban.com/subject/7051830/,7051830,7.2,2016,tt1935859,https://www.imdb.com/title/tt1935859/?ref_=nv_sr_1,127,"$110,000,000 ",USA,0,1,Drama,12
159,77,Miss Peregrine's Home for Peculiar Children,,"$17,017,610 ",2-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=peregrine.htm,5,https://movie.douban.com/subject/7051830/,7051830,7.2,2016,tt1935859,https://www.imdb.com/title/tt1935859/?ref_=nv_sr_1,127,"$110,000,000 ",USA,0,1,Fantasy,14
160,77,Miss Peregrine's Home for Peculiar Children,,"$17,017,610 ",2-Dec,48,https://www.boxofficemojo.com//movies/?page=intl&id=peregrine.htm,5,https://movie.douban.com/subject/7051830/,7051830,7.2,2016,tt1935859,https://www.imdb.com/title/tt1935859/?ref_=nv_sr_1,127,"$110,000,000 ",USA,0,1,Thriller,24
161,78,Nine Lives (2016),,"$16,793,054 ",9-Sep,36,https://www.boxofficemojo.com//movies/?page=intl&id=ninelives2016.htm,5,https://movie.douban.com/subject/26314816/,26314816,6.9,2016,tt4383594,https://www.imdb.com/title/tt4383594/?ref_=fn_al_tt_1,87,"$30,000,000 ",France,0,4,Comedy,6
162,79,Heartfall Arises,,"$16,748,620 ",20-Oct,42,https://www.boxofficemojo.com//movies/intl/?id=_fHEARTFALLARISES01&country=CH&wk=2016W42&id=_fHEARTFALLARISES01&p=.htm,5,https://movie.douban.com/subject/26220722/,26220722,3.9,2016,tt5618870,https://www.imdb.com/title/tt5618870/?ref_=nv_sr_1,106,"HKD&nbsp;100,000,000",Hong,1,5,Action,1
163,79,Heartfall Arises,,"$16,748,620 ",20-Oct,42,https://www.boxofficemojo.com//movies/intl/?id=_fHEARTFALLARISES01&country=CH&wk=2016W42&id=_fHEARTFALLARISES01&p=.htm,5,https://movie.douban.com/subject/26220722/,26220722,3.9,2016,tt5618870,https://www.imdb.com/title/tt5618870/?ref_=nv_sr_1,106,"HKD&nbsp;100,000,000",Hong,1,5,Crime,8
164,79,Heartfall Arises,,"$16,748,620 ",20-Oct,42,https://www.boxofficemojo.com//movies/intl/?id=_fHEARTFALLARISES01&country=CH&wk=2016W42&id=_fHEARTFALLARISES01&p=.htm,5,https://movie.douban.com/subject/26220722/,26220722,3.9,2016,tt5618870,https://www.imdb.com/title/tt5618870/?ref_=nv_sr_1,106,"HKD&nbsp;100,000,000",Hong,1,5,Drama,12
